,TEAM_ID,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
0,1610612749,27.36,54.39,0.503,0.528,-0.025
1,1610612752,26.83,52.69,0.509,0.533,-0.024
2,1610612762,29.92,58.64,0.51,0.529,-0.019
3,1610612751,26.69,52,0.513,0.528,-0.015
4,1610612738,26.44,51.72,0.511,0.526,-0.015
5,1610612755,27.28,52.94,0.515,0.528,-0.013
6,1610612763,28.85,55.95,0.516,0.529,-0.013
7,1610612742,27.34,52.61,0.52,0.528,-0.008
8,1610612754,33.16,63.41,0.523,0.528,-0.005
9,1610612761,25.72,49.14,0.523,0.527,-0.004
10,1610612744,29.26,55.06,0.531,0.533,-0.002
11,1610612764,31.89,60.32,0.529,0.528,0.001
12,1610612746,27.79,52.62,0.528,0.526,0.002
13,1610612759,31.3,58.35,0.536,0.533,0.003
14,1610612740,28.33,53.69,0.528,0.525,0.003
15,1610612757,28.73,53.62,0.536,0.531,0.004
16,1610612753,28.92,53.86,0.537,0.532,0.005
17,1610612737,29.5,55.11,0.535,0.53,0.006
18,1610612750,28.61,52.72,0.543,0.535,0.007
19,1610612741,29.13,54.53,0.534,0.527,0.007
20,1610612747,28.43,52.57,0.541,0.53,0.011
21,1610612765,30.78,57.08,0.539,0.527,0.012
22,1610612743,26.5,49.19,0.539,0.524,0.015
23,1610612756,29.22,53.73,0.544,0.525,0.019
24,1610612766,27.19,49.32,0.551,0.529,0.022
25,1610612758,31.36,56.75,0.553,0.528,0.025
26,1610612739,30.67,55.06,0.557,0.532,0.025
27,1610612760,30.14,54.03,0.558,0.532,0.026
28,1610612748,25.75,46.44,0.554,0.526,0.028
29,1610612745,29.66,52.63,0.564,0.532,0.032
