,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
0,1610612749,Milwaukee Bucks,MIL,36,36,0.58,985,1958,0.503,0.528,-0.025
1,1610612752,New York Knicks,NYK,35,35,0.607,939,1844,0.509,0.533,-0.024
2,1610612762,Utah Jazz,UTA,36,36,0.64,1077,2111,0.51,0.529,-0.019
3,1610612751,Brooklyn Nets,BKN,35,35,0.581,934,1820,0.513,0.528,-0.015
4,1610612738,Boston Celtics,BOS,36,36,0.597,952,1862,0.511,0.526,-0.015
5,1610612763,Memphis Grizzlies,MEM,40,40,0.613,1154,2238,0.516,0.529,-0.013
6,1610612755,Philadelphia 76ers,PHI,36,36,0.629,982,1906,0.515,0.528,-0.013
7,1610612742,Dallas Mavericks,DAL,38,38,0.608,1039,1999,0.52,0.528,-0.008
8,1610612754,Indiana Pacers,IND,37,37,0.671,1227,2346,0.523,0.528,-0.005
9,1610612761,Toronto Raptors,TOR,36,36,0.578,926,1769,0.523,0.527,-0.004
10,1610612744,Golden State Warriors,GSW,35,35,0.623,1024,1927,0.531,0.533,-0.002
11,1610612764,Washington Wizards,WAS,38,38,0.65,1212,2292,0.529,0.528,0.001
12,1610612746,LA Clippers,LAC,34,34,0.617,945,1789,0.528,0.526,0.002
13,1610612740,New Orleans Pelicans,NOP,36,36,0.594,1020,1933,0.528,0.525,0.003
14,1610612759,San Antonio Spurs,SAS,40,40,0.65,1252,2334,0.536,0.533,0.003
15,1610612757,Portland Trail Blazers,POR,37,37,0.61,1063,1984,0.536,0.531,0.004
16,1610612753,Orlando Magic,ORL,36,36,0.594,1041,1939,0.537,0.532,0.005
17,1610612737,Atlanta Hawks,ATL,36,36,0.616,1062,1984,0.535,0.53,0.006
18,1610612741,Chicago Bulls,CHI,38,38,0.63,1107,2072,0.534,0.527,0.007
19,1610612750,Minnesota Timberwolves,MIN,36,36,0.592,1030,1898,0.543,0.535,0.007
20,1610612747,Los Angeles Lakers,LAL,35,35,0.623,995,1840,0.541,0.53,0.011
21,1610612765,Detroit Pistons,DET,36,36,0.65,1108,2055,0.539,0.527,0.012
22,1610612743,Denver Nuggets,DEN,36,36,0.58,954,1771,0.539,0.524,0.015
23,1610612756,Phoenix Suns,PHX,37,37,0.617,1081,1988,0.544,0.525,0.019
24,1610612766,Charlotte Hornets,CHA,37,37,0.56,1006,1825,0.551,0.529,0.022
25,1610612758,Sacramento Kings,SAC,36,36,0.641,1129,2043,0.553,0.528,0.025
26,1610612739,Cleveland Cavaliers,CLE,36,36,0.631,1104,1982,0.557,0.532,0.025
27,1610612760,Oklahoma City Thunder,OKC,36,36,0.588,1085,1945,0.558,0.532,0.026
28,1610612748,Miami Heat,MIA,36,36,0.555,927,1672,0.554,0.526,0.028
29,1610612745,Houston Rockets,HOU,38,38,0.586,1127,2000,0.564,0.532,0.032
