,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS
0,1610612752,New York Knicks,NYK,37,37,0.432,452,1369,0.33,0.366,-0.035
1,1610612756,Phoenix Suns,PHX,35,35,0.372,387,1127,0.343,0.364,-0.021
2,1610612737,Atlanta Hawks,ATL,36,36,0.383,424,1223,0.347,0.367,-0.02
3,1610612760,Oklahoma City Thunder,OKC,36,36,0.402,459,1322,0.347,0.365,-0.018
4,1610612762,Utah Jazz,UTA,36,36,0.336,391,1104,0.354,0.368,-0.014
5,1610612741,Chicago Bulls,CHI,34,34,0.367,391,1111,0.352,0.364,-0.012
6,1610612743,Denver Nuggets,DEN,36,36,0.416,457,1289,0.355,0.365,-0.01
7,1610612747,Los Angeles Lakers,LAL,37,37,0.37,432,1208,0.358,0.363,-0.006
8,1610612748,Miami Heat,MIA,36,36,0.472,534,1474,0.362,0.367,-0.005
9,1610612746,LA Clippers,LAC,38,38,0.37,445,1231,0.361,0.366,-0.004
10,1610612738,Boston Celtics,BOS,36,36,0.396,441,1217,0.362,0.366,-0.004
11,1610612742,Dallas Mavericks,DAL,34,34,0.418,458,1246,0.368,0.367,0.0
12,1610612755,Philadelphia 76ers,PHI,36,36,0.389,460,1255,0.367,0.366,0.0
13,1610612744,Golden State Warriors,GSW,37,37,0.397,488,1316,0.371,0.369,0.002
14,1610612753,Orlando Magic,ORL,36,36,0.415,493,1324,0.372,0.367,0.005
15,1610612757,Portland Trail Blazers,POR,35,35,0.395,453,1227,0.369,0.364,0.005
16,1610612751,Brooklyn Nets,BKN,37,37,0.377,476,1297,0.367,0.362,0.005
17,1610612765,Detroit Pistons,DET,36,36,0.372,431,1152,0.374,0.366,0.008
18,1610612749,Milwaukee Bucks,MIL,36,36,0.41,508,1359,0.374,0.364,0.01
19,1610612745,Houston Rockets,HOU,34,34,0.374,415,1121,0.37,0.361,0.01
20,1610612754,Indiana Pacers,IND,35,35,0.362,425,1116,0.381,0.369,0.011
21,1610612766,Charlotte Hornets,CHA,35,35,0.458,532,1413,0.377,0.365,0.012
22,1610612761,Toronto Raptors,TOR,36,36,0.444,508,1347,0.377,0.364,0.013
23,1610612763,Memphis Grizzlies,MEM,32,32,0.407,418,1115,0.375,0.361,0.014
24,1610612750,Minnesota Timberwolves,MIN,36,36,0.343,419,1106,0.379,0.364,0.015
25,1610612764,Washington Wizards,WAS,34,34,0.389,459,1192,0.385,0.368,0.017
26,1610612759,San Antonio Spurs,SAS,32,32,0.379,418,1091,0.383,0.362,0.021
27,1610612740,New Orleans Pelicans,NOP,36,36,0.448,560,1424,0.393,0.364,0.029
28,1610612739,Cleveland Cavaliers,CLE,36,36,0.378,467,1173,0.398,0.369,0.029
29,1610612758,Sacramento Kings,SAC,36,36,0.37,485,1204,0.403,0.372,0.031
