,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
0,1610612752,New York Knicks,NYK,37,37,1.0,1379,3169,0.435,0.463,-0.028
1,1610612744,Golden State Warriors,GSW,37,37,1.0,1470,3316,0.443,0.464,-0.021
2,1610612748,Miami Heat,MIA,36,36,1.0,1395,3125,0.446,0.467,-0.02
3,1610612762,Utah Jazz,UTA,36,36,1.0,1474,3281,0.449,0.467,-0.017
4,1610612755,Philadelphia 76ers,PHI,36,36,1.0,1456,3230,0.451,0.463,-0.012
5,1610612747,Los Angeles Lakers,LAL,37,37,1.0,1481,3268,0.453,0.464,-0.011
6,1610612756,Phoenix Suns,PHX,35,35,1.0,1386,3028,0.458,0.467,-0.009
7,1610612761,Toronto Raptors,TOR,36,36,1.0,1390,3036,0.458,0.466,-0.008
8,1610612749,Milwaukee Bucks,MIL,36,36,1.0,1507,3311,0.455,0.462,-0.007
9,1610612760,Oklahoma City Thunder,OKC,36,36,1.0,1519,3292,0.461,0.465,-0.004
10,1610612742,Dallas Mavericks,DAL,34,34,1.0,1379,2979,0.463,0.466,-0.003
11,1610612737,Atlanta Hawks,ATL,36,36,1.0,1475,3197,0.461,0.464,-0.003
12,1610612743,Denver Nuggets,DEN,36,36,1.0,1452,3097,0.469,0.467,0.001
13,1610612738,Boston Celtics,BOS,36,36,1.0,1439,3073,0.468,0.467,0.001
14,1610612745,Houston Rockets,HOU,34,34,1.0,1397,3000,0.466,0.465,0.001
15,1610612746,LA Clippers,LAC,38,38,1.0,1554,3324,0.468,0.466,0.001
16,1610612751,Brooklyn Nets,BKN,37,37,1.0,1608,3443,0.467,0.464,0.003
17,1610612759,San Antonio Spurs,SAS,32,32,1.0,1336,2875,0.465,0.461,0.003
18,1610612763,Memphis Grizzlies,MEM,32,32,1.0,1291,2738,0.472,0.467,0.005
19,1610612754,Indiana Pacers,IND,35,35,1.0,1446,3081,0.469,0.464,0.005
20,1610612753,Orlando Magic,ORL,36,36,1.0,1504,3192,0.471,0.465,0.006
21,1610612757,Portland Trail Blazers,POR,35,35,1.0,1469,3104,0.473,0.466,0.008
22,1610612766,Charlotte Hornets,CHA,35,35,1.0,1456,3087,0.472,0.464,0.008
23,1610612764,Washington Wizards,WAS,34,34,1.0,1454,3068,0.474,0.464,0.01
24,1610612740,New Orleans Pelicans,NOP,36,36,1.0,1513,3177,0.476,0.466,0.011
25,1610612741,Chicago Bulls,CHI,34,34,1.0,1438,3024,0.476,0.465,0.011
26,1610612750,Minnesota Timberwolves,MIN,36,36,1.0,1542,3221,0.479,0.464,0.014
27,1610612765,Detroit Pistons,DET,36,36,1.0,1486,3097,0.48,0.466,0.014
28,1610612739,Cleveland Cavaliers,CLE,36,36,1.0,1494,3102,0.482,0.465,0.017
29,1610612758,Sacramento Kings,SAC,36,36,1.0,1602,3250,0.493,0.467,0.026
