,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
0,1610612738,Boston Celtics,BOS,36,36,0.416,19.5,36.03,0.541,0.572,-0.031
1,1610612749,Milwaukee Bucks,MIL,36,36,0.364,18.64,34.14,0.546,0.574,-0.028
2,1610612763,Memphis Grizzlies,MEM,40,40,0.436,21.78,39.8,0.547,0.575,-0.028
3,1610612762,Utah Jazz,UTA,36,36,0.423,21.22,38.75,0.548,0.575,-0.027
4,1610612752,New York Knicks,NYK,35,35,0.433,21.06,37.57,0.56,0.58,-0.019
5,1610612750,Minnesota Timberwolves,MIN,36,36,0.433,21.97,38.5,0.571,0.582,-0.012
6,1610612744,Golden State Warriors,GSW,35,35,0.449,22.4,39.69,0.564,0.577,-0.012
7,1610612742,Dallas Mavericks,DAL,38,38,0.422,20.53,36.53,0.562,0.574,-0.012
8,1610612754,Indiana Pacers,IND,37,37,0.504,26.81,47.57,0.564,0.575,-0.011
9,1610612751,Brooklyn Nets,BKN,35,35,0.403,20.4,36.0,0.567,0.575,-0.008
10,1610612746,LA Clippers,LAC,34,34,0.41,19.85,34.97,0.568,0.572,-0.005
11,1610612764,Washington Wizards,WAS,38,38,0.445,23.39,41.29,0.567,0.571,-0.004
12,1610612753,Orlando Magic,ORL,36,36,0.411,21.47,37.25,0.576,0.579,-0.002
13,1610612759,San Antonio Spurs,SAS,40,40,0.463,24.03,41.6,0.578,0.58,-0.002
14,1610612737,Atlanta Hawks,ATL,36,36,0.421,21.75,37.67,0.577,0.576,0.001
15,1610612765,Detroit Pistons,DET,36,36,0.477,24.22,41.92,0.578,0.571,0.007
16,1610612741,Chicago Bulls,CHI,38,38,0.437,21.92,37.79,0.58,0.57,0.01
17,1610612761,Toronto Raptors,TOR,36,36,0.422,20.97,35.89,0.584,0.574,0.01
18,1610612740,New Orleans Pelicans,NOP,36,36,0.401,21.25,36.22,0.587,0.573,0.014
19,1610612757,Portland Trail Blazers,POR,37,37,0.413,21.57,36.32,0.594,0.577,0.017
20,1610612747,Los Angeles Lakers,LAL,35,35,0.422,21.09,35.6,0.592,0.575,0.017
21,1610612755,Philadelphia 76ers,PHI,36,36,0.425,21.19,35.72,0.593,0.575,0.018
22,1610612739,Cleveland Cavaliers,CLE,36,36,0.469,24.44,40.94,0.597,0.578,0.019
23,1610612766,Charlotte Hornets,CHA,37,37,0.421,22.14,37.08,0.597,0.578,0.019
24,1610612758,Sacramento Kings,SAC,36,36,0.473,24.81,41.92,0.592,0.572,0.02
25,1610612743,Denver Nuggets,DEN,36,36,0.417,20.86,35.33,0.59,0.57,0.021
26,1610612756,Phoenix Suns,PHX,37,37,0.427,22.05,37.19,0.593,0.571,0.022
27,1610612760,Oklahoma City Thunder,OKC,36,36,0.411,22.64,37.75,0.6,0.576,0.024
28,1610612748,Miami Heat,MIA,36,36,0.405,20.17,33.89,0.595,0.571,0.024
29,1610612745,Houston Rockets,HOU,38,38,0.434,23.84,39.0,0.611,0.579,0.032
