,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
0,1610612744,Golden State Warriors,GSW,37,37,0.603,982,2000,0.491,0.526,-0.035
1,1610612762,Utah Jazz,UTA,36,36,0.664,1083,2177,0.497,0.529,-0.032
2,1610612755,Philadelphia 76ers,PHI,36,36,0.611,996,1975,0.504,0.527,-0.023
3,1610612747,Los Angeles Lakers,LAL,37,37,0.63,1049,2060,0.509,0.529,-0.02
4,1610612749,Milwaukee Bucks,MIL,36,36,0.59,999,1952,0.512,0.527,-0.015
5,1610612759,San Antonio Spurs,SAS,32,32,0.621,918,1784,0.515,0.528,-0.014
6,1610612752,New York Knicks,NYK,37,37,0.568,927,1800,0.515,0.528,-0.013
7,1610612748,Miami Heat,MIA,36,36,0.528,861,1651,0.522,0.529,-0.008
8,1610612756,Phoenix Suns,PHX,35,35,0.628,999,1901,0.526,0.533,-0.008
9,1610612761,Toronto Raptors,TOR,36,36,0.556,882,1689,0.522,0.53,-0.008
10,1610612754,Indiana Pacers,IND,35,35,0.638,1021,1965,0.52,0.526,-0.007
11,1610612745,Houston Rockets,HOU,34,34,0.626,982,1879,0.523,0.527,-0.005
12,1610612746,LA Clippers,LAC,38,38,0.63,1109,2093,0.53,0.532,-0.002
13,1610612751,Brooklyn Nets,BKN,37,37,0.623,1132,2146,0.527,0.527,0.0
14,1610612742,Dallas Mavericks,DAL,34,34,0.582,921,1733,0.531,0.531,0.001
15,1610612764,Washington Wizards,WAS,34,34,0.611,995,1876,0.53,0.527,0.003
16,1610612737,Atlanta Hawks,ATL,36,36,0.617,1051,1974,0.532,0.528,0.005
17,1610612750,Minnesota Timberwolves,MIN,36,36,0.657,1123,2115,0.531,0.526,0.005
18,1610612763,Memphis Grizzlies,MEM,32,32,0.593,873,1623,0.538,0.532,0.006
19,1610612739,Cleveland Cavaliers,CLE,36,36,0.622,1027,1929,0.532,0.527,0.006
20,1610612738,Boston Celtics,BOS,36,36,0.604,998,1856,0.538,0.53,0.008
21,1610612740,New Orleans Pelicans,NOP,36,36,0.552,953,1753,0.544,0.533,0.01
22,1610612760,Oklahoma City Thunder,OKC,36,36,0.598,1060,1970,0.538,0.528,0.01
23,1610612757,Portland Trail Blazers,POR,35,35,0.605,1016,1877,0.541,0.53,0.011
24,1610612753,Orlando Magic,ORL,36,36,0.585,1011,1868,0.541,0.529,0.012
25,1610612765,Detroit Pistons,DET,36,36,0.628,1055,1945,0.542,0.53,0.013
26,1610612758,Sacramento Kings,SAC,36,36,0.63,1117,2046,0.546,0.529,0.017
27,1610612743,Denver Nuggets,DEN,36,36,0.584,995,1808,0.55,0.533,0.017
28,1610612741,Chicago Bulls,CHI,34,34,0.633,1047,1913,0.547,0.528,0.02
29,1610612766,Charlotte Hornets,CHA,35,35,0.542,924,1674,0.552,0.528,0.024
