,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS
0,1610612762,Utah Jazz,UTA,36,36,0.36,392,1188,0.33,0.36,-0.03
1,1610612747,Los Angeles Lakers,LAL,35,35,0.377,386,1113,0.347,0.37,-0.023
2,1610612752,New York Knicks,NYK,35,35,0.393,412,1196,0.344,0.364,-0.02
3,1610612765,Detroit Pistons,DET,36,36,0.35,386,1108,0.348,0.366,-0.018
4,1610612744,Golden State Warriors,GSW,35,35,0.377,403,1165,0.346,0.362,-0.016
5,1610612746,LA Clippers,LAC,34,34,0.383,388,1110,0.35,0.363,-0.013
6,1610612737,Atlanta Hawks,ATL,36,36,0.384,433,1235,0.351,0.363,-0.012
7,1610612754,Indiana Pacers,IND,37,37,0.329,403,1149,0.351,0.362,-0.011
8,1610612764,Washington Wizards,WAS,38,38,0.35,436,1232,0.354,0.365,-0.011
9,1610612755,Philadelphia 76ers,PHI,36,36,0.371,397,1123,0.354,0.363,-0.01
10,1610612766,Charlotte Hornets,CHA,37,37,0.44,510,1434,0.356,0.366,-0.01
11,1610612763,Memphis Grizzlies,MEM,40,40,0.387,508,1410,0.36,0.369,-0.009
12,1610612741,Chicago Bulls,CHI,38,38,0.37,438,1217,0.36,0.366,-0.006
13,1610612758,Sacramento Kings,SAC,36,36,0.359,408,1145,0.356,0.36,-0.004
14,1610612751,Brooklyn Nets,BKN,35,35,0.419,475,1310,0.363,0.365,-0.003
15,1610612740,New Orleans Pelicans,NOP,36,36,0.406,483,1321,0.366,0.368,-0.002
16,1610612742,Dallas Mavericks,DAL,38,38,0.392,467,1291,0.362,0.364,-0.002
17,1610612756,Phoenix Suns,PHX,37,37,0.383,449,1232,0.364,0.366,-0.001
18,1610612759,San Antonio Spurs,SAS,40,40,0.35,467,1259,0.371,0.37,0.001
19,1610612739,Cleveland Cavaliers,CLE,36,36,0.369,426,1161,0.367,0.365,0.002
20,1610612748,Miami Heat,MIA,36,36,0.445,493,1340,0.368,0.363,0.005
21,1610612753,Orlando Magic,ORL,36,36,0.406,494,1325,0.373,0.366,0.007
22,1610612743,Denver Nuggets,DEN,36,36,0.42,477,1281,0.372,0.365,0.007
23,1610612757,Portland Trail Blazers,POR,37,37,0.39,475,1267,0.375,0.366,0.009
24,1610612760,Oklahoma City Thunder,OKC,36,36,0.412,519,1365,0.38,0.368,0.012
25,1610612761,Toronto Raptors,TOR,36,36,0.422,493,1294,0.381,0.366,0.015
26,1610612745,Houston Rockets,HOU,38,38,0.414,551,1411,0.391,0.372,0.019
27,1610612738,Boston Celtics,BOS,36,36,0.403,484,1256,0.385,0.364,0.021
28,1610612749,Milwaukee Bucks,MIL,36,36,0.42,560,1419,0.395,0.366,0.029
29,1610612750,Minnesota Timberwolves,MIN,36,36,0.408,526,1306,0.403,0.368,0.035
