,SEASON_YEAR,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,E_PACE,E_DEF_RATING
32,2023-24,PHI,Philadelphia 76ers,22300019,2023-11-14,PHI vs. IND,1610612754,1068,1837,0.581,0.585,1721,3454,0.498,0.474,415,1103,0.376,0.366,1306,2351,0.556,0.545,107.1,117.9
33,2023-24,PHI,Philadelphia 76ers,22300180,2023-11-12,PHI vs. IND,1610612754,1068,1837,0.581,0.585,1721,3454,0.498,0.474,415,1103,0.376,0.366,1306,2351,0.556,0.545,107.1,117.9
20,2023-24,PHI,Philadelphia 76ers,22300008,2023-11-10,PHI @ DET,1610612765,1006,1711,0.588,0.583,1731,3494,0.495,0.474,455,1195,0.381,0.367,1276,2299,0.555,0.544,102.3,114.7
26,2023-24,PHI,Philadelphia 76ers,22300159,2023-11-08,PHI vs. BOS,1610612738,851,1560,0.546,0.588,1623,3588,0.452,0.477,537,1483,0.362,0.366,1086,2105,0.516,0.548,100.3,105.9
23,2023-24,PHI,Philadelphia 76ers,22300148,2023-11-06,PHI vs. WAS,1610612764,1035,1717,0.603,0.583,1776,3560,0.499,0.474,502,1322,0.38,0.366,1274,2238,0.569,0.545,105.6,118.1
34,2023-24,PHI,Philadelphia 76ers,22300132,2023-11-04,PHI vs. PHX,1610612756,867,1493,0.581,0.579,1586,3392,0.468,0.468,486,1325,0.367,0.361,1100,2067,0.532,0.536,99.9,111.1
13,2023-24,PHI,Philadelphia 76ers,22300128,2023-11-02,PHI vs. TOR,1610612761,955,1616,0.591,0.584,1710,3517,0.486,0.472,526,1357,0.388,0.365,1184,2160,0.548,0.543,101.4,109.2
35,2023-24,PHI,Philadelphia 76ers,22300098,2023-10-29,PHI vs. POR,1610612757,1021,1571,0.65,0.593,1648,3328,0.495,0.475,432,1268,0.341,0.366,1216,2060,0.59,0.549,100.5,111.5
14,2023-24,PHI,Philadelphia 76ers,22300092,2023-10-28,PHI @ TOR,1610612761,955,1616,0.591,0.584,1710,3517,0.486,0.472,526,1357,0.388,0.365,1184,2160,0.548,0.543,101.4,109.2
36,2023-24,PHI,Philadelphia 76ers,22300075,2023-10-26,PHI @ MIL,1610612749,949,1647,0.576,0.583,1733,3690,0.47,0.473,458,1357,0.338,0.365,1275,2333,0.547,0.542,103.9,113.1
