,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
0,2020-21,1610612746,LAC,LA Clippers,0022001074,2021-05-16,LAC @ OKC,L,48.0,45,106,0.425,10,43,0.233,12,15,0.8,16,28,44,17,3.0,8,3,12,14,11,112,-5.0,1,48,48,48,1,15,1,58,63,5,71,51,54,47,1,65,40,68,1,24,46,72,6,69,43,55
1,2020-21,1610612746,LAC,LA Clippers,0022001058,2021-05-14,LAC @ HOU,L,48.0,45,93,0.484,11,35,0.314,14,15,0.933,7,28,35,29,14.0,9,5,4,15,20,115,-7.0,1,48,48,48,1,15,11,37,58,28,61,41,54,11,54,65,68,11,41,19,14,27,9,20,34,61
2,2020-21,1610612746,LAC,LA Clippers,0022001047,2021-05-13,LAC @ CHA,W,48.0,40,75,0.533,21,45,0.467,12,16,0.75,6,38,44,28,17.0,6,6,1,17,15,113,23.0,1,1,1,1,1,46,69,16,1,2,23,51,47,60,62,18,40,14,55,36,8,1,23,54,39,9
3,2020-21,1610612746,LAC,LA Clippers,0022001034,2021-05-11,LAC @ TOR,W,48.0,39,78,0.5,11,32,0.344,26,26,1.0,9,40,49,25,18.0,10,4,8,17,22,115,19.0,1,1,1,1,1,51,66,26,58,50,55,3,11,1,33,9,9,30,62,10,32,68,23,11,34,14
4,2020-21,1610612746,LAC,LA Clippers,0022001019,2021-05-09,LAC vs. NYK,L,48.0,37,86,0.43,12,35,0.343,14,16,0.875,7,36,43,24,13.0,5,1,5,12,17,100,-6.0,1,48,48,48,1,57,36,57,51,28,56,41,47,25,54,29,45,34,36,47,67,45,2,39,61,58
5,2020-21,1610612746,LAC,LA Clippers,0022001002,2021-05-06,LAC vs. LAL,W,48.0,41,77,0.532,13,31,0.419,23,26,0.885,9,39,48,23,22.0,4,5,6,25,23,118,24.0,1,1,1,1,1,38,67,17,44,55,39,11,11,23,33,13,12,42,72,57,14,53,62,8,28,7
6,2020-21,1610612746,LAC,LA Clippers,0022000989,2021-05-04,LAC vs. TOR,W,48.0,39,75,0.52,15,34,0.441,12,13,0.923,4,38,42,28,18.0,7,5,3,14,15,105,5.0,1,1,1,1,1,51,69,20,26,36,30,51,58,13,68,18,49,14,62,33,14,18,6,54,54,39
7,2020-21,1610612746,LAC,LA Clippers,0022000966,2021-05-01,LAC vs. DEN,L,48.0,36,83,0.434,14,34,0.412,18,24,0.75,10,29,39,21,6.0,8,3,4,19,23,104,-6.0,1,48,48,48,1,62,53,56,33,36,41,25,16,60,26,59,53,57,2,24,46,27,31,8,56,58
8,2020-21,1610612746,LAC,LA Clippers,0022000941,2021-04-28,LAC @ PHX,L,48.0,41,80,0.513,12,31,0.387,7,9,0.778,5,31,36,24,15.0,8,0,4,16,11,101,-8.0,1,48,48,48,1,38,62,23,51,55,46,70,69,55,65,53,65,34,48,24,70,27,16,69,60,64
9,2020-21,1610612746,LAC,LA Clippers,0022000924,2021-04-26,LAC @ NOP,L,48.0,36,90,0.4,14,45,0.311,17,17,1.0,13,31,44,20,19.0,5,5,5,23,18,103,-17.0,1,48,48,48,1,62,17,68,33,2,62,27,42,1,7,53,40,60,65,47,14,45,59,34,58,68
