,SEASON_YEAR,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,TEAM_NAME_y,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,E_PACE,E_DEF_RATING
31,2020-21,NOP,New Orleans Pelicans,22000246,1/23/21,NOP @ MIN,1610612750,43.22,89,0.486,0.468,0.018,Minnesota Timberwolves,36,36,0.433,21.97,38.5,0.571,0.582,28.61,52.72,0.543,0.535,14.61,36.28,0.403,0.368,104.1,112.1
64,2020-21,NOP,New Orleans Pelicans,22000227,1/21/21,NOP @ UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
65,2020-21,NOP,New Orleans Pelicans,22000214,1/19/21,NOP @ UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
48,2020-21,NOP,New Orleans Pelicans,22000201,1/17/21,NOP @ SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
15,2020-21,NOP,New Orleans Pelicans,22000187,1/15/21,NOP @ LAL,1610612747,39.46,84.37,0.468,0.466,0.002,Los Angeles Lakers,35,35,0.422,21.09,35.6,0.592,0.575,28.43,52.57,0.541,0.53,11.03,31.8,0.347,0.37,100.8,104.8
37,2020-21,NOP,New Orleans Pelicans,22000172,1/13/21,NOP @ LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
26,2020-21,NOP,New Orleans Pelicans,22000126,1/8/21,NOP vs. CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
2,2020-21,NOP,New Orleans Pelicans,22000114,1/6/21,NOP vs. OKC,1610612760,44.56,91.94,0.485,0.467,0.017,Oklahoma City Thunder,36,36,0.411,22.64,37.75,0.6,0.576,30.14,54.03,0.558,0.532,14.42,37.92,0.38,0.368,103.1,111.9
71,2020-21,NOP,New Orleans Pelicans,22000100,1/4/21,NOP vs. IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
12,2020-21,NOP,New Orleans Pelicans,22000084,1/2/21,NOP vs. TOR,1610612761,39.42,85.08,0.463,0.465,-0.002,Toronto Raptors,36,36,0.422,20.97,35.89,0.584,0.574,25.72,49.14,0.523,0.527,13.69,35.94,0.381,0.366,101.6,109.8
0,2020-21,NOP,New Orleans Pelicans,22000067,12/31/20,NOP @ OKC,1610612760,42.19,91.44,0.461,0.465,-0.004,Oklahoma City Thunder,36,36,0.407,22.25,37.19,0.598,0.577,29.44,54.72,0.538,0.528,12.75,36.72,0.347,0.365,103.1,111.9
3,2020-21,NOP,New Orleans Pelicans,22000053,12/29/20,NOP @ PHX,1610612756,39.6,86.51,0.458,0.467,-0.009,Phoenix Suns,35,35,0.431,21.77,37.31,0.583,0.58,28.54,54.31,0.526,0.533,11.06,32.2,0.343,0.364,99.3,108.8
6,2020-21,NOP,New Orleans Pelicans,22000034,12/27/20,NOP vs. SAS,1610612759,41.75,89.84,0.465,0.461,0.003,San Antonio Spurs,32,32,0.452,22.5,40.59,0.554,0.575,28.69,55.75,0.515,0.528,13.06,34.09,0.383,0.362,101,110.7
9,2020-21,NOP,New Orleans Pelicans,22000005,12/25/20,NOP @ MIA,1610612748,38.75,86.81,0.446,0.467,-0.02,Miami Heat,36,36,0.375,18.28,32.56,0.561,0.576,23.92,45.86,0.522,0.529,14.83,40.94,0.362,0.367,98.7,108.5
11,2020-21,NOP,New Orleans Pelicans,22000014,12/23/20,NOP @ TOR,1610612761,38.61,84.33,0.458,0.466,-0.008,Toronto Raptors,36,36,0.405,19.36,34.14,0.567,0.576,24.5,46.92,0.522,0.53,14.11,37.42,0.377,0.364,101.6,109.8
15,2020-21,NYK,New York Knicks,22001073,5/16/21,NYK vs. BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
18,2020-21,NYK,New York Knicks,22001064,5/15/21,NYK vs. CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
21,2020-21,NYK,New York Knicks,22000458,5/13/21,NYK vs. SAS,1610612759,42.98,89.83,0.478,0.469,0.009,San Antonio Spurs,40,40,0.463,24.03,41.6,0.578,0.58,31.3,58.35,0.536,0.533,11.68,31.48,0.371,0.37,101,110.7
23,2020-21,NYK,New York Knicks,22001041,5/11/21,NYK @ LAL,1610612747,39.46,84.37,0.468,0.466,0.002,Los Angeles Lakers,35,35,0.422,21.09,35.6,0.592,0.575,28.43,52.57,0.541,0.53,11.03,31.8,0.347,0.37,100.8,104.8
25,2020-21,NYK,New York Knicks,22001019,5/9/21,NYK @ LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
27,2020-21,NYK,New York Knicks,22001009,5/7/21,NYK @ PHX,1610612756,41.35,87.03,0.475,0.462,0.013,Phoenix Suns,37,37,0.427,22.05,37.19,0.593,0.571,29.22,53.73,0.544,0.525,12.14,33.3,0.364,0.366,99.3,108.8
29,2020-21,NYK,New York Knicks,22000995,5/5/21,NYK @ DEN,1610612743,39.75,84.78,0.469,0.462,0.007,Denver Nuggets,36,36,0.417,20.86,35.33,0.59,0.57,26.5,49.19,0.539,0.524,13.25,35.58,0.372,0.365,99.3,110
31,2020-21,NYK,New York Knicks,22000980,5/3/21,NYK @ MEM,1610612763,41.55,91.2,0.456,0.464,-0.009,Memphis Grizzlies,40,40,0.436,21.78,39.8,0.547,0.575,28.85,55.95,0.516,0.529,12.7,35.25,0.36,0.369,102.6,108.5
33,2020-21,NYK,New York Knicks,22000971,5/2/21,NYK @ HOU,1610612745,44.16,89.76,0.492,0.467,0.025,Houston Rockets,38,38,0.434,23.84,39,0.611,0.579,29.66,52.63,0.564,0.532,14.5,37.13,0.391,0.372,103.6,112.4
35,2020-21,NYK,New York Knicks,22000937,4/28/21,NYK vs. CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
28,2020-21,NYK,New York Knicks,22000920,4/26/21,NYK vs. PHX,1610612756,41.35,87.03,0.475,0.462,0.013,Phoenix Suns,37,37,0.427,22.05,37.19,0.593,0.571,29.22,53.73,0.544,0.525,12.14,33.3,0.364,0.366,99.3,108.8
1,2020-21,NYK,New York Knicks,22000904,4/24/21,NYK vs. TOR,1610612761,39.42,85.08,0.463,0.465,-0.002,Toronto Raptors,36,36,0.422,20.97,35.89,0.584,0.574,25.72,49.14,0.523,0.527,13.69,35.94,0.381,0.366,101.6,109.8
38,2020-21,NYK,New York Knicks,22000886,4/21/21,NYK vs. ATL,1610612737,41.53,89.42,0.464,0.466,-0.001,Atlanta Hawks,36,36,0.421,21.75,37.67,0.577,0.576,29.5,55.11,0.535,0.53,12.03,34.31,0.351,0.363,99.9,110.6
19,2020-21,NYK,New York Knicks,22000877,4/20/21,NYK vs. CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
41,2020-21,NYK,New York Knicks,22000862,4/18/21,NYK vs. NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
43,2020-21,NYK,New York Knicks,22000854,4/16/21,NYK @ DAL,1610612742,39.63,86.58,0.458,0.465,-0.007,Dallas Mavericks,38,38,0.422,20.53,36.53,0.562,0.574,27.34,52.61,0.52,0.528,12.29,33.97,0.362,0.364,99.5,110.4
42,2020-21,NYK,New York Knicks,22000835,4/14/21,NYK @ NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
24,2020-21,NYK,New York Knicks,22000815,4/12/21,NYK vs. LAL,1610612747,39.46,84.37,0.468,0.466,0.002,Los Angeles Lakers,35,35,0.422,21.09,35.6,0.592,0.575,28.43,52.57,0.541,0.53,11.03,31.8,0.347,0.37,100.8,104.8
2,2020-21,NYK,New York Knicks,22000809,4/11/21,NYK vs. TOR,1610612761,39.42,85.08,0.463,0.465,-0.002,Toronto Raptors,36,36,0.422,20.97,35.89,0.584,0.574,25.72,49.14,0.523,0.527,13.69,35.94,0.381,0.366,101.6,109.8
32,2020-21,NYK,New York Knicks,22000793,4/9/21,NYK vs. MEM,1610612763,41.55,91.2,0.456,0.464,-0.009,Memphis Grizzlies,40,40,0.436,21.78,39.8,0.547,0.575,28.85,55.95,0.516,0.529,12.7,35.25,0.36,0.369,102.6,108.5
16,2020-21,NYK,New York Knicks,22000778,4/7/21,NYK @ BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
45,2020-21,NYK,New York Knicks,22000762,4/5/21,NYK @ BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
48,2020-21,NYK,New York Knicks,22000748,4/3/21,NYK @ DET,1610612765,41.5,87.86,0.472,0.464,0.008,Detroit Pistons,36,36,0.477,24.22,41.92,0.578,0.571,30.78,57.08,0.539,0.527,10.72,30.78,0.348,0.366,100.1,110.3
44,2020-21,NYK,New York Knicks,22000739,4/2/21,NYK vs. DAL,1610612742,39.63,86.58,0.458,0.465,-0.007,Dallas Mavericks,38,38,0.422,20.53,36.53,0.562,0.574,27.34,52.61,0.52,0.528,12.29,33.97,0.362,0.364,99.5,110.4
51,2020-21,NYK,New York Knicks,22000726,3/31/21,NYK @ MIN,1610612750,43.22,89,0.486,0.468,0.018,Minnesota Timberwolves,36,36,0.433,21.97,38.5,0.571,0.582,28.61,52.72,0.543,0.535,14.61,36.28,0.403,0.368,104.1,112.1
53,2020-21,NYK,New York Knicks,22000710,3/29/21,NYK vs. MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
7,2020-21,NYK,New York Knicks,22000695,3/27/21,NYK @ MIL,1610612749,42.92,93.81,0.458,0.466,-0.009,Milwaukee Bucks,36,36,0.364,18.64,34.14,0.546,0.574,27.36,54.39,0.503,0.528,15.56,39.42,0.395,0.366,104.4,109.1
56,2020-21,NYK,New York Knicks,22000679,3/25/21,NYK vs. WAS,1610612764,43.37,92.74,0.468,0.464,0.003,Washington Wizards,38,38,0.445,23.39,41.29,0.567,0.571,31.89,60.32,0.529,0.528,11.47,32.42,0.354,0.365,106.4,110.5
57,2020-21,NYK,New York Knicks,22000662,3/23/21,NYK vs. WAS,1610612764,43.37,92.74,0.468,0.464,0.003,Washington Wizards,38,38,0.445,23.39,41.29,0.567,0.571,31.89,60.32,0.529,0.528,11.47,32.42,0.354,0.365,106.4,110.5
10,2020-21,NYK,New York Knicks,22000650,3/21/21,NYK vs. PHI,1610612755,38.31,84.14,0.455,0.466,-0.011,Philadelphia 76ers,36,36,0.425,21.19,35.72,0.593,0.575,27.28,52.94,0.515,0.528,11.03,31.19,0.354,0.363,101.8,105.1
59,2020-21,NYK,New York Knicks,22000627,3/18/21,NYK vs. ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
11,2020-21,NYK,New York Knicks,22000611,3/16/21,NYK @ PHI,1610612755,38.31,84.14,0.455,0.466,-0.011,Philadelphia 76ers,36,36,0.425,21.19,35.72,0.593,0.575,27.28,52.94,0.515,0.528,11.03,31.19,0.354,0.363,101.8,105.1
46,2020-21,NYK,New York Knicks,22000604,3/15/21,NYK @ BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
62,2020-21,NYK,New York Knicks,22000586,3/13/21,NYK @ OKC,1610612760,44.56,91.94,0.485,0.467,0.017,Oklahoma City Thunder,36,36,0.411,22.64,37.75,0.6,0.576,30.14,54.03,0.558,0.532,14.42,37.92,0.38,0.368,103.1,111.9
8,2020-21,NYK,New York Knicks,22000573,3/11/21,NYK @ MIL,1610612749,42.92,93.81,0.458,0.466,-0.009,Milwaukee Bucks,36,36,0.364,18.64,34.14,0.546,0.574,27.36,54.39,0.503,0.528,15.56,39.42,0.395,0.366,104.4,109.1
49,2020-21,NYK,New York Knicks,22000565,3/4/21,NYK vs. DET,1610612765,41.5,87.86,0.472,0.464,0.008,Detroit Pistons,36,36,0.477,24.22,41.92,0.578,0.571,30.78,57.08,0.539,0.527,10.72,30.78,0.348,0.366,100.1,110.3
22,2020-21,NYK,New York Knicks,22000541,3/2/21,NYK @ SAS,1610612759,42.98,89.83,0.478,0.469,0.009,San Antonio Spurs,40,40,0.463,24.03,41.6,0.578,0.58,31.3,58.35,0.536,0.533,11.68,31.48,0.371,0.37,101,110.7
50,2020-21,NYK,New York Knicks,22000521,2/28/21,NYK @ DET,1610612765,41.5,87.86,0.472,0.464,0.008,Detroit Pistons,36,36,0.477,24.22,41.92,0.578,0.571,30.78,57.08,0.539,0.527,10.72,30.78,0.348,0.366,100.1,110.3
13,2020-21,NYK,New York Knicks,22000515,2/27/21,NYK vs. IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
64,2020-21,NYK,New York Knicks,22000500,2/25/21,NYK vs. SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
66,2020-21,NYK,New York Knicks,22000483,2/23/21,NYK vs. GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
52,2020-21,NYK,New York Knicks,22000469,2/21/21,NYK vs. MIN,1610612750,43.22,89,0.486,0.468,0.018,Minnesota Timberwolves,36,36,0.433,21.97,38.5,0.571,0.582,28.61,52.72,0.543,0.535,14.61,36.28,0.403,0.368,104.1,112.1
60,2020-21,NYK,New York Knicks,22000436,2/17/21,NYK @ ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
39,2020-21,NYK,New York Knicks,22000422,2/15/21,NYK vs. ATL,1610612737,41.53,89.42,0.464,0.466,-0.001,Atlanta Hawks,36,36,0.421,21.75,37.67,0.577,0.576,29.5,55.11,0.535,0.53,12.03,34.31,0.351,0.363,99.9,110.6
34,2020-21,NYK,New York Knicks,22000408,2/13/21,NYK vs. HOU,1610612745,44.16,89.76,0.492,0.467,0.025,Houston Rockets,38,38,0.434,23.84,39,0.611,0.579,29.66,52.63,0.564,0.532,14.5,37.13,0.391,0.372,103.6,112.4
58,2020-21,NYK,New York Knicks,22000396,2/12/21,NYK @ WAS,1610612764,43.37,92.74,0.468,0.464,0.003,Washington Wizards,38,38,0.445,23.39,41.29,0.567,0.571,31.89,60.32,0.529,0.528,11.47,32.42,0.354,0.365,106.4,110.5
54,2020-21,NYK,New York Knicks,22000376,2/9/21,NYK @ MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
55,2020-21,NYK,New York Knicks,22000364,2/7/21,NYK vs. MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
68,2020-21,NYK,New York Knicks,22000351,2/6/21,NYK vs. POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
36,2020-21,NYK,New York Knicks,22000332,2/3/21,NYK @ CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
37,2020-21,NYK,New York Knicks,22000315,2/1/21,NYK @ CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
26,2020-21,NYK,New York Knicks,22000308,1/31/21,NYK vs. LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
4,2020-21,NYK,New York Knicks,22000291,1/29/21,NYK vs. CLE,1610612739,42.5,87.31,0.487,0.466,0.021,Cleveland Cavaliers,36,36,0.469,24.44,40.94,0.597,0.578,30.67,55.06,0.557,0.532,11.83,32.25,0.367,0.365,99.6,112.1
70,2020-21,NYK,New York Knicks,22000270,1/26/21,NYK @ UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
69,2020-21,NYK,New York Knicks,22000256,1/24/21,NYK @ POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
65,2020-21,NYK,New York Knicks,22000241,1/22/21,NYK @ SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
67,2020-21,NYK,New York Knicks,22000228,1/21/21,NYK @ GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
61,2020-21,NYK,New York Knicks,22000203,1/18/21,NYK vs. ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
17,2020-21,NYK,New York Knicks,22000196,1/17/21,NYK @ BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
5,2020-21,NYK,New York Knicks,22000181,1/15/21,NYK @ CLE,1610612739,42.5,87.31,0.487,0.466,0.021,Cleveland Cavaliers,36,36,0.469,24.44,40.94,0.597,0.578,30.67,55.06,0.557,0.532,11.83,32.25,0.367,0.365,99.6,112.1
47,2020-21,NYK,New York Knicks,22000168,1/13/21,NYK vs. BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
20,2020-21,NYK,New York Knicks,22000149,1/11/21,NYK @ CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
30,2020-21,NYK,New York Knicks,22000144,1/10/21,NYK vs. DEN,1610612743,39.75,84.78,0.469,0.462,0.007,Denver Nuggets,36,36,0.417,20.86,35.33,0.59,0.57,26.5,49.19,0.539,0.524,13.25,35.58,0.372,0.365,99.3,110
63,2020-21,NYK,New York Knicks,22000125,1/8/21,NYK vs. OKC,1610612760,44.56,91.94,0.485,0.467,0.017,Oklahoma City Thunder,36,36,0.411,22.64,37.75,0.6,0.576,30.14,54.03,0.558,0.532,14.42,37.92,0.38,0.368,103.1,111.9
71,2020-21,NYK,New York Knicks,22000112,1/6/21,NYK vs. UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
40,2020-21,NYK,New York Knicks,22000095,1/4/21,NYK @ ATL,1610612737,41.53,89.42,0.464,0.466,-0.001,Atlanta Hawks,36,36,0.421,21.75,37.67,0.577,0.576,29.5,55.11,0.535,0.53,12.03,34.31,0.351,0.363,99.9,110.6
14,2020-21,NYK,New York Knicks,22000080,1/2/21,NYK @ IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
0,2020-21,NYK,New York Knicks,22000066,12/31/20,NYK @ TOR,1610612761,38.61,84.33,0.458,0.466,-0.008,Toronto Raptors,36,36,0.405,19.36,34.14,0.567,0.576,24.5,46.92,0.522,0.53,14.11,37.42,0.377,0.364,101.6,109.8
3,2020-21,NYK,New York Knicks,22000046,12/29/20,NYK @ CLE,1610612739,41.5,86.17,0.482,0.465,0.017,Cleveland Cavaliers,36,36,0.45,22.44,38.81,0.578,0.573,28.53,53.58,0.532,0.527,12.97,32.58,0.398,0.369,99.6,112.1
6,2020-21,NYK,New York Knicks,22000036,12/27/20,NYK vs. MIL,1610612749,41.86,91.97,0.455,0.462,-0.007,Milwaukee Bucks,36,36,0.382,19.11,35.17,0.543,0.571,27.75,54.22,0.512,0.527,14.11,37.75,0.374,0.364,104.4,109.1
9,2020-21,NYK,New York Knicks,22000025,12/26/20,NYK vs. PHI,1610612755,40.44,89.72,0.451,0.463,-0.012,Philadelphia 76ers,36,36,0.418,20.81,37.53,0.554,0.572,27.67,54.86,0.504,0.527,12.78,34.86,0.367,0.366,101.8,105.1
12,2020-21,NYK,New York Knicks,22000011,12/23/20,NYK @ IND,1610612754,41.31,88.03,0.469,0.464,0.005,Indiana Pacers,35,35,0.461,22.83,40.57,0.563,0.572,29.17,56.14,0.52,0.526,12.14,31.89,0.381,0.369,104,109.6
10,2020-21,OKC,Oklahoma City Thunder,22001074,5/16/21,OKC vs. LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
6,2020-21,OKC,Oklahoma City Thunder,22001056,5/14/21,OKC vs. UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
13,2020-21,OKC,Oklahoma City Thunder,22001040,5/11/21,OKC @ SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
14,2020-21,OKC,Oklahoma City Thunder,22001025,5/9/21,OKC @ SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
16,2020-21,OKC,Oklahoma City Thunder,22001017,5/8/21,OKC @ GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
17,2020-21,OKC,Oklahoma City Thunder,22001001,5/6/21,OKC @ GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
15,2020-21,OKC,Oklahoma City Thunder,22000988,5/4/21,OKC vs. SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
19,2020-21,OKC,Oklahoma City Thunder,22000972,5/2/21,OKC vs. PHX,1610612756,41.35,87.03,0.475,0.462,0.013,Phoenix Suns,37,37,0.427,22.05,37.19,0.593,0.571,29.22,53.73,0.544,0.525,12.14,33.3,0.364,0.366,99.3,108.8
22,2020-21,OKC,Oklahoma City Thunder,22000963,5/1/21,OKC vs. IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
1,2020-21,OKC,Oklahoma City Thunder,22000947,4/29/21,OKC vs. NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
24,2020-21,OKC,Oklahoma City Thunder,22000927,4/27/21,OKC @ BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
26,2020-21,OKC,Oklahoma City Thunder,22000918,4/26/21,OKC @ PHI,1610612755,38.31,84.14,0.455,0.466,-0.011,Philadelphia 76ers,36,36,0.425,21.19,35.72,0.593,0.575,27.28,52.94,0.515,0.528,11.03,31.19,0.354,0.363,101.8,105.1
28,2020-21,OKC,Oklahoma City Thunder,22000902,4/23/21,OKC vs. WAS,1610612764,43.37,92.74,0.468,0.464,0.003,Washington Wizards,38,38,0.445,23.39,41.29,0.567,0.571,31.89,60.32,0.529,0.528,11.47,32.42,0.354,0.365,106.4,110.5
