,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M_x,FG3A_x,FG3_PCT_x,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,FG3M_y,FG3A_y,FG3_PCT_y,NS_FG3_PCT,PLUSMINUS,E_PACE,E_DEF_RATING
43,2020-21,1610612765,DET,Detroit Pistons,22000504,2021-02-26,DET vs. SAC,L,48.0,37,82,0.451,12,33,0.364,21,32,0.656,10,35,45,20,11.0,6,6,6,25,25,107,-3.0,1,21,21,21,5,41,52,38,30,36,30,21,7,62,27,26,25,57,9,48,19,37,60,8,33,25,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
44,2020-21,1610612765,DET,Detroit Pistons,22000494,2021-02-24,DET @ NOP,L,48.0,47,89,0.528,13,36,0.361,11,16,0.688,9,29,38,31,13.0,8,6,6,23,10,118,-10.0,1,21,21,21,5,3,22,7,21,17,32,65,61,56,35,53,54,6,16,25,19,37,48,72,14,42,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
45,2020-21,1610612765,DET,Detroit Pistons,22000481,2021-02-23,DET @ ORL,W,48.0,41,88,0.466,10,34,0.294,13,16,0.813,8,41,49,24,15.0,10,9,6,19,16,105,12.0,1,1,1,1,5,20,24,28,44,31,56,52,61,22,45,3,8,33,38,7,1,37,25,62,39,11,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
46,2020-21,1610612765,DET,Detroit Pistons,22000467,2021-02-21,DET @ ORL,L,48.0,34,91,0.374,11,40,0.275,17,21,0.81,9,40,49,23,11.0,10,4,8,21,18,96,-9.0,1,21,21,21,5,61,15,69,33,10,64,33,40,23,35,6,8,40,9,7,45,57,36,49,57,39,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
47,2020-21,1610612765,DET,Detroit Pistons,22000452,2021-02-19,DET @ MEM,L,48.0,36,86,0.419,14,45,0.311,9,13,0.692,13,32,45,27,21.0,8,7,4,22,13,95,-14.0,1,21,21,21,5,50,29,53,15,3,55,71,69,55,9,42,25,17,67,25,10,13,45,70,60,56,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
48,2020-21,1610612765,DET,Detroit Pistons,22000564,2021-02-17,DET @ CHI,L,48.0,37,82,0.451,8,28,0.286,20,24,0.833,6,34,40,15,13.0,9,2,7,21,20,102,-3.0,1,21,21,21,5,41,52,38,62,53,59,25,28,18,62,31,47,71,16,13,66,48,36,36,45,25,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
49,2020-21,1610612765,DET,Detroit Pistons,22000561,2021-02-14,DET vs. NOP,W,48.0,45,84,0.536,17,35,0.486,16,20,0.8,9,28,37,34,14.0,3,8,2,23,17,123,11.0,1,1,1,1,5,7,41,3,3,23,3,41,45,26,35,59,58,2,31,67,3,1,48,56,5,13,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
50,2020-21,1610612765,DET,Detroit Pistons,22000412,2021-02-12,DET @ BOS,W,48.0,34,79,0.43,15,38,0.395,25,30,0.833,6,38,44,25,13.0,3,6,2,20,25,108,6.0,1,1,1,1,5,61,61,49,9,12,21,6,13,18,62,11,30,28,16,67,19,1,28,8,32,15,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
51,2020-21,1610612765,DET,Detroit Pistons,22000391,2021-02-11,DET vs. IND,L,48.0,38,85,0.447,5,28,0.179,14,19,0.737,15,28,43,21,12.0,5,5,5,13,18,95,-16.0,1,21,21,21,5,34,35,41,71,53,70,49,53,41,4,59,34,51,13,57,30,23,3,49,60,65,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
52,2020-21,1610612765,DET,Detroit Pistons,22000375,2021-02-09,DET vs. BKN,W,48.0,47,84,0.56,13,29,0.448,15,21,0.714,7,30,37,28,13.0,10,6,6,16,22,122,11.0,1,1,1,1,5,3,41,1,21,47,8,45,40,49,51,51,58,15,16,7,19,37,10,21,6,13,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
53,2020-21,1610612765,DET,Detroit Pistons,22000361,2021-02-06,DET @ LAL,L,58.0,45,94,0.479,16,42,0.381,23,28,0.821,9,26,35,31,23.0,13,4,5,31,24,129,-6.0,1,21,21,21,1,7,8,21,6,5,27,14,19,20,35,64,64,6,70,1,45,23,72,12,2,32,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
54,2020-21,1610612765,DET,Detroit Pistons,22000349,2021-02-05,DET @ PHX,L,48.0,34,91,0.374,7,36,0.194,17,28,0.607,17,28,45,20,13.0,8,6,3,16,26,92,-17.0,1,21,21,21,5,61,15,69,67,17,69,33,19,67,1,59,25,57,16,25,19,6,10,5,64,66,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
55,2020-21,1610612765,DET,Detroit Pistons,22000325,2021-02-02,DET @ UTA,L,48.0,39,93,0.419,9,27,0.333,18,20,0.9,12,34,46,18,15.0,7,5,6,21,17,105,-12.0,1,21,21,21,5,29,10,52,53,59,42,28,45,3,14,31,19,65,38,39,30,37,36,56,39,51,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
56,2020-21,1610612765,DET,Detroit Pistons,22000305,2021-01-30,DET @ GSW,L,48.0,29,77,0.377,9,36,0.25,24,32,0.75,7,31,38,17,16.0,7,4,5,14,23,91,-27.0,1,21,21,21,5,69,64,68,53,17,65,11,7,36,51,46,54,67,45,39,45,23,6,16,66,71,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
57,2020-21,1610612765,DET,Detroit Pistons,22000284,2021-01-28,DET vs. LAL,W,48.0,40,87,0.46,14,36,0.389,13,13,1.0,5,33,38,27,9.0,4,2,3,18,16,107,15.0,1,1,1,1,5,23,26,32,15,17,25,52,69,1,67,40,54,17,3,62,66,6,20,62,33,5,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
58,2020-21,1610612765,DET,Detroit Pistons,22000272,2021-01-27,DET @ CLE,L,48.0,37,82,0.451,11,27,0.407,22,29,0.759,13,27,40,29,22.0,7,5,7,21,22,107,-15.0,1,21,21,21,5,41,52,38,33,59,17,18,16,35,9,63,47,10,69,39,30,48,36,21,33,60,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
59,2020-21,1610612765,DET,Detroit Pistons,22000257,2021-01-25,DET vs. PHI,W,48.0,35,70,0.5,17,38,0.447,32,38,0.842,11,36,47,22,19.0,6,6,3,20,26,119,15.0,1,1,1,1,5,56,72,16,3,12,9,2,2,16,23,18,15,44,62,48,19,6,28,5,11,5,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
60,2020-21,1610612765,DET,Detroit Pistons,22000243,2021-01-23,DET vs. PHI,L,48.0,37,86,0.43,14,33,0.424,22,30,0.733,8,35,43,25,16.0,9,8,7,28,24,110,-4.0,1,21,21,21,5,41,29,50,15,36,14,18,13,42,45,26,34,28,45,13,3,48,66,12,27,29,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
61,2020-21,1610612765,DET,Detroit Pistons,22000230,2021-01-22,DET vs. HOU,L,48.0,31,82,0.378,15,32,0.469,25,37,0.676,14,41,55,17,19.0,5,8,11,21,28,102,-1.0,1,21,21,21,5,68,52,67,9,38,5,6,3,60,8,3,3,67,62,57,3,69,36,1,45,21,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
62,2020-21,1610612765,DET,Detroit Pistons,22000219,2021-01-20,DET @ ATL,L,53.0,44,97,0.454,10,31,0.323,17,19,0.895,7,35,42,22,13.0,9,3,10,28,15,115,-8.0,1,21,21,21,3,11,4,36,44,44,49,33,53,4,51,26,42,44,16,13,61,68,66,67,18,37,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
63,2020-21,1610612765,DET,Detroit Pistons,22000206,2021-01-18,DET @ MIA,L,48.0,38,82,0.463,13,37,0.351,18,24,0.75,10,22,32,24,18.0,8,3,6,23,27,107,-6.0,1,21,21,21,5,34,52,31,21,14,35,28,28,36,27,71,68,33,55,25,61,37,48,3,33,32,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
64,2020-21,1610612765,DET,Detroit Pistons,22000192,2021-01-16,DET @ MIA,W,48.0,46,91,0.505,18,46,0.391,10,15,0.667,10,29,39,34,13.0,9,8,5,28,21,120,20.0,1,1,1,1,5,5,15,15,2,1,24,70,64,61,27,53,50,2,16,13,3,23,66,31,7,4,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
65,2020-21,1610612765,DET,Detroit Pistons,22000165,2021-01-13,DET vs. MIL,L,48.0,36,92,0.391,14,35,0.4,15,22,0.682,13,34,47,25,16.0,8,3,9,19,20,101,-9.0,1,21,21,21,5,50,13,61,15,23,20,45,34,58,9,31,15,28,45,25,61,65,25,36,48,39,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
66,2020-21,1610612765,DET,Detroit Pistons,22000141,2021-01-10,DET vs. UTA,L,48.0,29,87,0.333,10,42,0.238,18,21,0.857,11,28,39,21,8.0,10,7,5,23,17,86,-10.0,1,21,21,21,5,69,26,72,44,5,67,28,40,13,23,59,50,51,1,7,10,23,48,56,70,42,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
67,2020-21,1610612765,DET,Detroit Pistons,22000123,2021-01-08,DET vs. PHX,W,53.0,37,90,0.411,11,34,0.324,25,29,0.862,9,37,46,23,17.0,13,4,7,14,25,110,5.0,1,1,1,1,3,41,20,54,33,31,46,6,16,12,35,13,19,40,52,1,45,48,6,8,27,17,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
68,2020-21,1610612765,DET,Detroit Pistons,22000113,2021-01-06,DET @ MIL,L,48.0,38,97,0.392,13,41,0.317,26,30,0.867,15,32,47,20,9.0,6,3,4,20,22,115,-15.0,1,21,21,21,5,34,4,60,21,7,51,5,13,11,4,42,15,57,3,48,61,13,28,21,18,60,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
69,2020-21,1610612765,DET,Detroit Pistons,22000099,2021-01-04,DET @ MIL,L,48.0,43,98,0.439,17,40,0.425,12,12,1.0,6,25,31,27,9.0,9,5,4,17,18,115,-10.0,1,21,21,21,5,17,1,45,3,10,13,59,71,1,62,67,69,17,3,13,30,13,18,49,18,42,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
70,2020-21,1610612765,DET,Detroit Pistons,22000085,2021-01-03,DET vs. BOS,L,48.0,41,86,0.477,16,36,0.444,22,25,0.88,8,25,33,29,10.0,8,7,5,16,22,120,-2.0,1,21,21,21,5,20,29,23,6,17,10,18,25,7,45,67,66,10,6,25,10,23,10,21,7,22,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
71,2020-21,1610612765,DET,Detroit Pistons,22000070,2021-01-01,DET vs. BOS,W,48.0,36,88,0.409,11,34,0.324,13,20,0.65,12,36,48,18,20.0,9,2,11,16,20,96,3.0,1,1,1,1,5,50,24,56,33,31,46,52,45,63,14,18,12,65,66,13,66,69,10,36,57,20,10.72,30.78,0.348,0.366,-0.018,100.1,110.3
