,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M_x,FG3A_x,FG3_PCT_x,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,FG3M_y,FG3A_y,FG3_PCT_y,NS_FG3_PCT,PLUSMINUS,E_PACE,E_DEF_RATING
50,2020-21,1610612761,TOR,Toronto Raptors,22000398,2021-02-11,TOR @ BOS,L,48.0,41,83,0.494,9,28,0.321,15,19,0.789,3,29,32,26,13.0,7,8,6,26,22,106,-14.0,1,28,28,28,2,22,58,15,69,72,54,44,41,47,69,48,67,22,33,45,7,40,63,17,45,64,13.69,35.94,0.381,0.366,0.015,101.6,109.8
51,2020-21,1610612761,TOR,Toronto Raptors,22000382,2021-02-10,TOR @ WAS,W,48.0,49,93,0.527,19,32,0.594,20,23,0.87,9,37,46,28,12.0,5,5,3,17,20,137,22.0,1,1,1,1,2,3,17,6,11,64,1,26,25,18,35,8,17,14,18,63,33,4,10,27,2,4,13.69,35.94,0.381,0.366,0.015,101.6,109.8
52,2020-21,1610612761,TOR,Toronto Raptors,22000369,2021-02-08,TOR @ MEM,W,48.0,42,77,0.545,20,37,0.541,24,26,0.923,7,30,37,28,16.0,11,2,4,24,18,128,15.0,1,1,1,1,2,14,70,3,6,42,2,10,17,7,49,44,55,14,59,15,68,15,52,41,7,10,13.69,35.94,0.381,0.366,0.015,101.6,109.8
53,2020-21,1610612761,TOR,Toronto Raptors,22000356,2021-02-06,TOR @ ATL,L,48.0,41,97,0.423,13,38,0.342,26,34,0.765,14,24,38,24,7.0,9,5,10,27,25,121,-11.0,1,28,28,28,2,22,2,47,42,34,42,3,2,51,8,69,50,31,1,27,33,68,67,6,14,58,13.69,35.94,0.381,0.366,0.015,101.6,109.8
54,2020-21,1610612761,TOR,Toronto Raptors,22000345,2021-02-05,TOR @ BKN,W,48.0,49,97,0.505,13,32,0.406,12,14,0.857,12,29,41,22,10.0,10,6,6,25,19,123,6.0,1,1,1,1,2,3,2,9,42,64,19,57,59,19,17,48,37,45,6,19,19,40,56,33,11,20,13.69,35.94,0.381,0.366,0.015,101.6,109.8
55,2020-21,1610612761,TOR,Toronto Raptors,22000323,2021-02-02,TOR @ ORL,W,48.0,40,83,0.482,20,45,0.444,23,25,0.92,6,34,40,32,11.0,14,4,4,18,22,123,15.0,1,1,1,1,2,27,58,20,6,15,12,13,20,8,60,27,40,3,13,2,48,15,13,17,11,10,13.69,35.94,0.381,0.366,0.015,101.6,109.8
56,2020-21,1610612761,TOR,Toronto Raptors,22000309,2021-01-31,TOR vs. ORL,W,48.0,41,90,0.456,12,39,0.308,21,22,0.955,9,39,48,27,11.0,8,5,5,22,18,115,13.0,1,1,1,1,2,22,27,29,48,31,57,20,30,5,35,5,8,17,13,33,33,28,39,41,22,13,13.69,35.94,0.381,0.366,0.015,101.6,109.8
57,2020-21,1610612761,TOR,Toronto Raptors,22000292,2021-01-29,TOR vs. SAC,L,48.0,42,86,0.488,13,32,0.406,27,33,0.818,12,23,35,20,15.0,14,2,5,27,25,124,-2.0,1,28,28,28,2,14,49,18,42,64,19,2,4,41,17,70,61,57,51,2,68,28,67,6,9,31,13.69,35.94,0.381,0.366,0.015,101.6,109.8
58,2020-21,1610612761,TOR,Toronto Raptors,22000277,2021-01-27,TOR vs. MIL,L,48.0,38,94,0.404,22,55,0.4,10,12,0.833,10,36,46,26,12.0,8,8,3,20,14,108,-7.0,1,28,28,28,2,43,12,59,2,1,22,65,67,32,27,13,17,22,18,33,7,4,26,67,42,45,13.69,35.94,0.381,0.366,0.015,101.6,109.8
59,2020-21,1610612761,TOR,Toronto Raptors,22000258,2021-01-25,TOR @ IND,L,48.0,38,93,0.409,14,38,0.368,24,27,0.889,13,26,39,24,12.0,9,6,8,25,25,114,-15.0,1,28,28,28,2,43,17,55,33,34,32,10,13,11,9,65,45,31,18,27,19,59,56,6,24,67,13.69,35.94,0.381,0.366,0.015,101.6,109.8
