,TEAM_ID,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
0,1610612751,28.33,55.53,0.51,0.544,-0.034
1,1610612763,27.49,53.63,0.513,0.547,-0.034
2,1610612749,30.21,58.79,0.514,0.546,-0.032
3,1610612739,27.59,52.69,0.524,0.546,-0.022
4,1610612764,30.07,57.21,0.526,0.547,-0.021
5,1610612756,28.67,54.02,0.531,0.549,-0.018
6,1610612738,30.46,57.34,0.531,0.544,-0.013
7,1610612752,27.52,51.65,0.533,0.545,-0.012
8,1610612746,28.74,53.59,0.536,0.547,-0.011
9,1610612750,28.9,53.87,0.537,0.546,-0.009
10,1610612754,29.48,54.58,0.54,0.548,-0.008
11,1610612760,29.02,53.37,0.544,0.55,-0.006
12,1610612762,31.7,58.25,0.544,0.547,-0.003
13,1610612744,29.91,54.79,0.546,0.547,-0.001
14,1610612747,31.75,57.61,0.551,0.548,0.003
15,1610612757,30.05,54.5,0.551,0.547,0.004
16,1610612766,30.32,54.87,0.553,0.548,0.004
17,1610612755,29.07,52.81,0.55,0.545,0.006
18,1610612741,28.27,51.19,0.552,0.546,0.006
19,1610612737,31.24,56.31,0.555,0.544,0.011
20,1610612745,27.83,49.5,0.562,0.549,0.013
21,1610612743,29.95,53.42,0.561,0.547,0.013
22,1610612748,26.36,47,0.561,0.547,0.014
23,1610612742,30.03,53.43,0.562,0.547,0.015
24,1610612758,32.02,56.77,0.564,0.544,0.02
25,1610612740,29.22,51.37,0.569,0.547,0.022
26,1610612759,33.58,58.9,0.57,0.547,0.023
27,1610612753,28.47,49.86,0.571,0.547,0.024
28,1610612765,31.54,54.97,0.574,0.549,0.025
29,1610612761,28.15,49.27,0.571,0.547,0.025
