,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
0,1610612738,Boston Celtics,BOS,60,60,0.603,1558,3190,0.488,0.529,-0.04
1,1610612744,Golden State Warriors,GSW,59,59,0.583,1500,2979,0.504,0.531,-0.028
2,1610612739,Cleveland Cavaliers,CLE,58,58,0.617,1581,3130,0.505,0.532,-0.027
3,1610612756,Phoenix Suns,PHX,58,58,0.613,1604,3160,0.508,0.532,-0.025
4,1610612746,LA Clippers,LAC,61,61,0.622,1769,3444,0.514,0.534,-0.02
5,1610612764,Washington Wizards,WAS,58,58,0.652,1723,3357,0.513,0.529,-0.016
6,1610612763,Memphis Grizzlies,MEM,60,60,0.601,1648,3176,0.519,0.534,-0.015
7,1610612762,Utah Jazz,UTA,58,58,0.618,1669,3224,0.518,0.533,-0.015
8,1610612752,New York Knicks,NYK,59,59,0.565,1506,2896,0.52,0.532,-0.012
9,1610612755,Philadelphia 76ers,PHI,58,58,0.618,1622,3117,0.52,0.531,-0.01
10,1610612760,Oklahoma City Thunder,OKC,58,58,0.576,1578,3012,0.524,0.534,-0.01
11,1610612753,Orlando Magic,ORL,60,60,0.6,1674,3197,0.524,0.533,-0.009
12,1610612759,San Antonio Spurs,SAS,59,59,0.64,1816,3454,0.526,0.534,-0.008
13,1610612748,Miami Heat,MIA,59,59,0.538,1400,2656,0.527,0.531,-0.004
14,1610612742,Dallas Mavericks,DAL,59,59,0.629,1660,3161,0.525,0.529,-0.004
15,1610612751,Brooklyn Nets,BKN,59,59,0.601,1689,3208,0.526,0.531,-0.004
16,1610612741,Chicago Bulls,CHI,59,59,0.634,1731,3289,0.526,0.529,-0.003
17,1610612747,Los Angeles Lakers,LAL,58,58,0.595,1663,3125,0.532,0.529,0.003
18,1610612754,Indiana Pacers,IND,60,60,0.641,1794,3355,0.535,0.532,0.003
19,1610612740,New Orleans Pelicans,NOP,59,59,0.588,1599,2977,0.537,0.533,0.004
20,1610612750,Minnesota Timberwolves,MIN,59,59,0.571,1575,2932,0.537,0.533,0.004
21,1610612761,Toronto Raptors,TOR,57,57,0.584,1501,2800,0.536,0.532,0.004
22,1610612765,Detroit Pistons,DET,58,58,0.616,1654,3070,0.539,0.534,0.005
23,1610612749,Milwaukee Bucks,MIL,60,60,0.546,1580,2953,0.535,0.529,0.006
24,1610612737,Atlanta Hawks,ATL,58,58,0.592,1647,3061,0.538,0.532,0.006
25,1610612758,Sacramento Kings,SAC,60,60,0.624,1843,3392,0.543,0.532,0.011
26,1610612757,Portland Trail Blazers,POR,59,59,0.573,1594,2914,0.547,0.534,0.013
27,1610612766,Charlotte Hornets,CHA,60,60,0.566,1664,3059,0.544,0.531,0.013
28,1610612743,Denver Nuggets,DEN,58,58,0.602,1662,3022,0.55,0.53,0.02
29,1610612745,Houston Rockets,HOU,58,58,0.585,1745,3041,0.574,0.533,0.041
