,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
0,1610612738,Boston Celtics,BOS,60,60,0.4,1133,2117,0.535,0.581,-0.046
1,1610612739,Cleveland Cavaliers,CLE,58,58,0.44,1213,2230,0.544,0.582,-0.038
2,1610612763,Memphis Grizzlies,MEM,60,60,0.425,1251,2245,0.557,0.586,-0.029
3,1610612759,San Antonio Spurs,SAS,59,59,0.457,1373,2465,0.557,0.585,-0.028
4,1610612746,LA Clippers,LAC,61,61,0.439,1358,2431,0.559,0.583,-0.025
5,1610612744,Golden State Warriors,GSW,59,59,0.419,1197,2142,0.559,0.581,-0.022
6,1610612764,Washington Wizards,WAS,58,58,0.438,1268,2256,0.562,0.579,-0.017
7,1610612756,Phoenix Suns,PHX,58,58,0.404,1178,2081,0.566,0.582,-0.016
8,1610612760,Oklahoma City Thunder,OKC,58,58,0.403,1200,2104,0.57,0.586,-0.016
9,1610612753,Orlando Magic,ORL,60,60,0.395,1201,2106,0.57,0.585,-0.015
10,1610612762,Utah Jazz,UTA,58,58,0.401,1191,2092,0.569,0.583,-0.014
11,1610612751,Brooklyn Nets,BKN,59,59,0.414,1267,2211,0.573,0.583,-0.01
12,1610612752,New York Knicks,NYK,59,59,0.388,1145,1989,0.576,0.583,-0.007
13,1610612754,Indiana Pacers,IND,60,60,0.448,1359,2347,0.579,0.585,-0.006
14,1610612761,Toronto Raptors,TOR,57,57,0.423,1172,2026,0.578,0.583,-0.005
15,1610612755,Philadelphia 76ers,PHI,58,58,0.41,1197,2068,0.579,0.58,-0.001
16,1610612741,Chicago Bulls,CHI,59,59,0.444,1333,2304,0.579,0.579,-0.001
17,1610612749,Milwaukee Bucks,MIL,60,60,0.385,1209,2084,0.58,0.579,0.001
18,1610612765,Detroit Pistons,DET,58,58,0.442,1292,2203,0.586,0.584,0.002
19,1610612750,Minnesota Timberwolves,MIN,59,59,0.408,1229,2094,0.587,0.583,0.003
20,1610612748,Miami Heat,MIA,59,59,0.371,1076,1835,0.586,0.582,0.004
21,1610612742,Dallas Mavericks,DAL,59,59,0.42,1236,2113,0.585,0.58,0.005
22,1610612758,Sacramento Kings,SAC,60,60,0.44,1406,2392,0.588,0.582,0.006
23,1610612737,Atlanta Hawks,ATL,58,58,0.4,1223,2069,0.591,0.584,0.007
24,1610612757,Portland Trail Blazers,POR,59,59,0.409,1243,2079,0.598,0.586,0.012
25,1610612740,New Orleans Pelicans,NOP,59,59,0.382,1154,1934,0.597,0.583,0.013
26,1610612747,Los Angeles Lakers,LAL,58,58,0.424,1314,2224,0.591,0.577,0.013
27,1610612766,Charlotte Hornets,CHA,60,60,0.404,1302,2182,0.597,0.583,0.013
28,1610612743,Denver Nuggets,DEN,58,58,0.421,1292,2114,0.611,0.58,0.031
29,1610612745,Houston Rockets,HOU,58,58,0.43,1391,2233,0.623,0.584,0.039
