,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
0,1610612744,Golden State Warriors,GSW,23,23,1.0,898,1987,0.452,0.464,-0.012
1,1610612738,Boston Celtics,BOS,22,22,1.0,867,1928,0.45,0.461,-0.011
2,1610612752,New York Knicks,NYK,23,23,1.0,876,1926,0.455,0.463,-0.008
3,1610612753,Orlando Magic,ORL,22,22,1.0,892,1970,0.453,0.458,-0.005
4,1610612746,LA Clippers,LAC,21,21,1.0,868,1896,0.458,0.462,-0.005
5,1610612756,Phoenix Suns,PHX,24,24,1.0,948,2089,0.454,0.457,-0.003
6,1610612748,Miami Heat,MIA,23,23,1.0,894,1945,0.46,0.46,-0.001
7,1610612763,Memphis Grizzlies,MEM,22,22,1.0,912,1980,0.461,0.462,-0.001
8,1610612762,Utah Jazz,UTA,24,24,1.0,963,2099,0.459,0.459,-0.001
9,1610612742,Dallas Mavericks,DAL,23,23,1.0,913,1974,0.463,0.462,0.0
10,1610612751,Brooklyn Nets,BKN,23,23,1.0,940,2053,0.458,0.456,0.002
11,1610612761,Toronto Raptors,TOR,25,25,1.0,990,2125,0.466,0.463,0.003
12,1610612765,Detroit Pistons,DET,24,24,1.0,961,2064,0.466,0.46,0.005
13,1610612750,Minnesota Timberwolves,MIN,23,23,1.0,959,2032,0.472,0.46,0.012
14,1610612759,San Antonio Spurs,SAS,23,23,1.0,978,2077,0.471,0.459,0.012
15,1610612749,Milwaukee Bucks,MIL,22,22,1.0,966,2020,0.478,0.465,0.013
16,1610612755,Philadelphia 76ers,PHI,24,24,1.0,976,2051,0.476,0.459,0.017
17,1610612766,Charlotte Hornets,CHA,22,22,1.0,934,1962,0.476,0.459,0.017
18,1610612743,Denver Nuggets,DEN,24,24,1.0,1028,2145,0.479,0.46,0.019
19,1610612740,New Orleans Pelicans,NOP,23,23,1.0,942,1945,0.484,0.465,0.02
20,1610612739,Cleveland Cavaliers,CLE,24,24,1.0,995,2080,0.478,0.458,0.02
21,1610612745,Houston Rockets,HOU,24,24,1.0,1050,2175,0.483,0.461,0.022
22,1610612764,Washington Wizards,WAS,24,24,1.0,1030,2139,0.482,0.458,0.023
23,1610612737,Atlanta Hawks,ATL,24,24,1.0,1025,2125,0.482,0.458,0.025
24,1610612760,Oklahoma City Thunder,OKC,24,24,1.0,1066,2195,0.486,0.461,0.025
25,1610612758,Sacramento Kings,SAC,22,22,1.0,964,1964,0.491,0.463,0.028
26,1610612741,Chicago Bulls,CHI,23,23,1.0,976,1981,0.493,0.462,0.031
27,1610612757,Portland Trail Blazers,POR,23,23,1.0,972,1959,0.496,0.46,0.036
28,1610612747,Los Angeles Lakers,LAL,24,24,1.0,1098,2176,0.505,0.464,0.041
29,1610612754,Indiana Pacers,IND,22,22,1.0,1009,1975,0.511,0.456,0.055
