,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
0,1610612738,Boston Celtics,BOS,60,60,0.399,18.87,35.23,0.535,0.581,-0.045
1,1610612739,Cleveland Cavaliers,CLE,58,58,0.44,20.91,38.45,0.544,0.582,-0.038
2,1610612763,Memphis Grizzlies,MEM,60,60,0.425,20.85,37.42,0.557,0.586,-0.029
3,1610612759,San Antonio Spurs,SAS,59,59,0.456,23.25,41.75,0.557,0.585,-0.028
4,1610612746,LA Clippers,LAC,61,61,0.439,22.26,39.84,0.559,0.583,-0.024
5,1610612744,Golden State Warriors,GSW,59,59,0.419,20.27,36.27,0.559,0.581,-0.022
6,1610612764,Washington Wizards,WAS,58,58,0.438,21.86,38.88,0.562,0.579,-0.017
7,1610612756,Phoenix Suns,PHX,58,58,0.404,20.31,35.88,0.566,0.582,-0.016
8,1610612760,Oklahoma City Thunder,OKC,58,58,0.403,20.69,36.29,0.57,0.586,-0.016
9,1610612753,Orlando Magic,ORL,60,60,0.395,20.0,35.03,0.571,0.585,-0.014
10,1610612762,Utah Jazz,UTA,58,58,0.401,20.55,36.1,0.569,0.583,-0.014
11,1610612751,Brooklyn Nets,BKN,59,59,0.414,21.47,37.46,0.573,0.583,-0.01
12,1610612752,New York Knicks,NYK,59,59,0.388,19.41,33.73,0.575,0.583,-0.007
13,1610612754,Indiana Pacers,IND,60,60,0.448,22.6,39.05,0.579,0.585,-0.006
14,1610612761,Toronto Raptors,TOR,57,57,0.422,20.56,35.53,0.579,0.584,-0.005
15,1610612755,Philadelphia 76ers,PHI,58,58,0.41,20.64,35.64,0.579,0.58,-0.001
16,1610612741,Chicago Bulls,CHI,59,59,0.444,22.59,39.07,0.578,0.579,-0.001
17,1610612749,Milwaukee Bucks,MIL,60,60,0.385,20.15,34.72,0.58,0.579,0.001
18,1610612765,Detroit Pistons,DET,58,58,0.442,22.26,37.95,0.587,0.584,0.002
19,1610612750,Minnesota Timberwolves,MIN,59,59,0.408,20.83,35.47,0.587,0.584,0.004
20,1610612748,Miami Heat,MIA,59,59,0.371,18.24,31.08,0.587,0.583,0.004
21,1610612742,Dallas Mavericks,DAL,59,59,0.42,20.95,35.81,0.585,0.58,0.005
22,1610612758,Sacramento Kings,SAC,59,59,0.44,23.58,40.07,0.588,0.582,0.006
23,1610612737,Atlanta Hawks,ATL,58,58,0.4,21.09,35.69,0.591,0.584,0.007
24,1610612757,Portland Trail Blazers,POR,59,59,0.409,21.07,35.24,0.598,0.586,0.011
25,1610612747,Los Angeles Lakers,LAL,58,58,0.424,22.66,38.36,0.591,0.577,0.013
26,1610612766,Charlotte Hornets,CHA,59,59,0.403,21.78,36.51,0.597,0.583,0.013
27,1610612740,New Orleans Pelicans,NOP,59,59,0.382,19.56,32.76,0.597,0.583,0.014
28,1610612743,Denver Nuggets,DEN,58,58,0.421,22.29,36.5,0.611,0.58,0.031
29,1610612745,Houston Rockets,HOU,58,58,0.429,23.98,38.48,0.623,0.584,0.039
