,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
0,1610612744,Golden State Warriors,GSW,24,24,1.0,998,2195,0.455,0.475,-0.021
1,1610612738,Boston Celtics,BOS,23,23,1.0,945,2076,0.455,0.475,-0.019
2,1610612756,Phoenix Suns,PHX,22,22,1.0,877,1902,0.461,0.477,-0.016
3,1610612762,Utah Jazz,UTA,22,22,1.0,951,2082,0.457,0.473,-0.016
4,1610612747,Los Angeles Lakers,LAL,23,23,1.0,989,2153,0.459,0.473,-0.013
5,1610612749,Milwaukee Bucks,MIL,24,24,1.0,1060,2294,0.462,0.474,-0.012
6,1610612763,Memphis Grizzlies,MEM,25,25,1.0,1032,2230,0.463,0.475,-0.012
7,1610612741,Chicago Bulls,CHI,23,23,1.0,905,1957,0.462,0.474,-0.011
8,1610612740,New Orleans Pelicans,NOP,23,23,1.0,911,1950,0.467,0.473,-0.005
9,1610612766,Charlotte Hornets,CHA,22,22,1.0,925,1982,0.467,0.472,-0.005
10,1610612750,Minnesota Timberwolves,MIN,21,21,1.0,884,1869,0.473,0.477,-0.004
11,1610612755,Philadelphia 76ers,PHI,25,25,1.0,1016,2139,0.475,0.475,0.0
12,1610612751,Brooklyn Nets,BKN,24,24,1.0,1023,2151,0.476,0.476,0.0
13,1610612743,Denver Nuggets,DEN,23,23,1.0,972,2054,0.473,0.473,0.001
14,1610612739,Cleveland Cavaliers,CLE,21,21,1.0,830,1752,0.474,0.471,0.003
15,1610612753,Orlando Magic,ORL,23,23,1.0,950,1991,0.477,0.473,0.005
16,1610612765,Detroit Pistons,DET,23,23,1.0,954,1990,0.479,0.473,0.007
17,1610612752,New York Knicks,NYK,22,22,1.0,921,1908,0.483,0.476,0.007
18,1610612746,LA Clippers,LAC,21,21,1.0,932,1927,0.484,0.476,0.008
19,1610612760,Oklahoma City Thunder,OKC,25,25,1.0,1060,2192,0.484,0.473,0.011
20,1610612742,Dallas Mavericks,DAL,22,22,1.0,964,1984,0.486,0.473,0.013
21,1610612758,Sacramento Kings,SAC,25,25,1.0,1092,2223,0.491,0.476,0.015
22,1610612761,Toronto Raptors,TOR,23,23,1.0,917,1869,0.491,0.476,0.015
23,1610612745,Houston Rockets,HOU,24,24,1.0,1033,2092,0.494,0.476,0.017
24,1610612748,Miami Heat,MIA,23,23,1.0,960,1942,0.494,0.473,0.021
25,1610612764,Washington Wizards,WAS,24,24,1.0,1056,2139,0.494,0.472,0.022
26,1610612759,San Antonio Spurs,SAS,23,23,1.0,1066,2126,0.501,0.475,0.026
27,1610612737,Atlanta Hawks,ATL,23,23,1.0,1055,2087,0.506,0.478,0.028
28,1610612757,Portland Trail Blazers,POR,24,24,1.0,1082,2132,0.508,0.476,0.032
29,1610612754,Indiana Pacers,IND,22,22,1.0,1027,2032,0.505,0.469,0.036
