,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
0,1610612744,Golden State Warriors,GSW,24,24,0.606,683,1330,0.514,0.546,-0.032
1,1610612749,Milwaukee Bucks,MIL,24,24,0.626,740,1436,0.515,0.545,-0.029
2,1610612750,Minnesota Timberwolves,MIN,21,21,0.676,658,1263,0.521,0.548,-0.027
3,1610612756,Phoenix Suns,PHX,22,22,0.618,622,1175,0.529,0.551,-0.021
4,1610612762,Utah Jazz,UTA,22,22,0.572,630,1191,0.529,0.545,-0.016
5,1610612739,Cleveland Cavaliers,CLE,21,21,0.642,594,1125,0.528,0.542,-0.014
6,1610612751,Brooklyn Nets,BKN,24,24,0.649,749,1396,0.537,0.549,-0.013
7,1610612738,Boston Celtics,BOS,23,23,0.601,674,1248,0.54,0.548,-0.008
8,1610612763,Memphis Grizzlies,MEM,25,25,0.587,708,1310,0.54,0.548,-0.007
9,1610612747,Los Angeles Lakers,LAL,23,23,0.608,706,1308,0.54,0.545,-0.005
10,1610612741,Chicago Bulls,CHI,23,23,0.552,585,1080,0.542,0.545,-0.003
11,1610612746,LA Clippers,LAC,21,21,0.641,677,1236,0.548,0.549,-0.001
12,1610612752,New York Knicks,NYK,22,22,0.596,624,1138,0.548,0.548,0.0
13,1610612766,Charlotte Hornets,CHA,22,22,0.649,699,1286,0.544,0.542,0.001
14,1610612755,Philadelphia 76ers,PHI,25,25,0.589,703,1260,0.558,0.55,0.008
15,1610612765,Detroit Pistons,DET,23,23,0.627,688,1247,0.552,0.543,0.008
16,1610612761,Toronto Raptors,TOR,23,23,0.625,650,1169,0.556,0.547,0.009
17,1610612743,Denver Nuggets,DEN,23,23,0.634,723,1302,0.555,0.543,0.012
18,1610612764,Washington Wizards,WAS,24,24,0.634,753,1356,0.555,0.542,0.013
19,1610612753,Orlando Magic,ORL,23,23,0.58,645,1155,0.558,0.544,0.015
20,1610612740,New Orleans Pelicans,NOP,23,23,0.575,631,1121,0.563,0.548,0.015
21,1610612758,Sacramento Kings,SAC,25,25,0.59,742,1312,0.566,0.549,0.016
22,1610612742,Dallas Mavericks,DAL,22,22,0.637,710,1263,0.562,0.543,0.019
23,1610612759,San Antonio Spurs,SAS,23,23,0.627,763,1334,0.572,0.553,0.019
24,1610612737,Atlanta Hawks,ATL,23,23,0.636,770,1328,0.58,0.553,0.027
25,1610612745,Houston Rockets,HOU,24,24,0.56,677,1171,0.578,0.548,0.03
26,1610612757,Portland Trail Blazers,POR,24,24,0.609,750,1298,0.578,0.548,0.03
27,1610612760,Oklahoma City Thunder,OKC,25,25,0.573,724,1255,0.577,0.544,0.033
28,1610612754,Indiana Pacers,IND,22,22,0.647,761,1315,0.579,0.543,0.036
29,1610612748,Miami Heat,MIA,23,23,0.574,656,1115,0.588,0.545,0.043
