,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
0,1610612763,Memphis Grizzlies,MEM,57,57,1.0,2308,5135,0.449,0.474,-0.025
1,1610612749,Milwaukee Bucks,MIL,58,58,1.0,2423,5350,0.453,0.474,-0.021
2,1610612752,New York Knicks,NYK,60,60,1.0,2422,5321,0.455,0.474,-0.018
3,1610612751,Brooklyn Nets,BKN,58,58,1.0,2337,5106,0.458,0.472,-0.015
4,1610612764,Washington Wizards,WAS,58,58,1.0,2425,5223,0.464,0.474,-0.009
5,1610612739,Cleveland Cavaliers,CLE,61,61,1.0,2371,5095,0.465,0.473,-0.008
6,1610612756,Phoenix Suns,PHX,60,60,1.0,2403,5142,0.467,0.475,-0.007
7,1610612760,Oklahoma City Thunder,OKC,57,57,1.0,2377,5060,0.47,0.476,-0.006
8,1610612738,Boston Celtics,BOS,59,59,1.0,2480,5318,0.466,0.473,-0.006
9,1610612741,Chicago Bulls,CHI,59,59,1.0,2434,5185,0.469,0.473,-0.004
10,1610612746,LA Clippers,LAC,61,61,1.0,2498,5316,0.47,0.474,-0.004
11,1610612747,Los Angeles Lakers,LAL,59,59,1.0,2618,5545,0.472,0.475,-0.003
12,1610612750,Minnesota Timberwolves,MIN,61,61,1.0,2544,5408,0.47,0.473,-0.002
13,1610612755,Philadelphia 76ers,PHI,57,57,1.0,2296,4866,0.472,0.473,-0.001
14,1610612740,New Orleans Pelicans,NOP,59,59,1.0,2446,5155,0.474,0.474,0.0
15,1610612744,Golden State Warriors,GSW,58,58,1.0,2480,5228,0.474,0.474,0.0
16,1610612754,Indiana Pacers,IND,60,60,1.0,2522,5291,0.477,0.476,0.001
17,1610612753,Orlando Magic,ORL,59,59,1.0,2439,5136,0.475,0.474,0.001
18,1610612745,Houston Rockets,HOU,58,58,1.0,2447,5133,0.477,0.475,0.002
19,1610612748,Miami Heat,MIA,59,59,1.0,2328,4880,0.477,0.474,0.003
20,1610612762,Utah Jazz,UTA,60,60,1.0,2604,5434,0.479,0.476,0.004
21,1610612766,Charlotte Hornets,CHA,60,60,1.0,2597,5409,0.48,0.475,0.005
22,1610612737,Atlanta Hawks,ATL,59,59,1.0,2537,5311,0.478,0.472,0.006
23,1610612743,Denver Nuggets,DEN,59,59,1.0,2451,5111,0.48,0.474,0.006
24,1610612742,Dallas Mavericks,DAL,60,60,1.0,2461,5081,0.484,0.475,0.009
25,1610612757,Portland Trail Blazers,POR,58,58,1.0,2440,5044,0.484,0.475,0.009
26,1610612761,Toronto Raptors,TOR,59,59,1.0,2395,4883,0.49,0.473,0.017
27,1610612765,Detroit Pistons,DET,59,59,1.0,2579,5232,0.493,0.475,0.018
28,1610612758,Sacramento Kings,SAC,57,57,1.0,2497,5065,0.493,0.472,0.021
29,1610612759,San Antonio Spurs,SAS,59,59,1.0,2714,5334,0.509,0.475,0.034
