,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS
0,1610612740,New Orleans Pelicans,NOP,59,59,0.412,722,2124,0.34,0.36,-0.02
1,1610612747,Los Angeles Lakers,LAL,59,59,0.387,745,2146,0.347,0.362,-0.015
2,1610612753,Orlando Magic,ORL,59,59,0.427,759,2194,0.346,0.359,-0.014
3,1610612752,New York Knicks,NYK,60,60,0.418,771,2222,0.347,0.36,-0.013
4,1610612749,Milwaukee Bucks,MIL,58,58,0.363,671,1941,0.346,0.357,-0.012
5,1610612755,Philadelphia 76ers,PHI,57,57,0.381,639,1856,0.344,0.356,-0.012
6,1610612743,Denver Nuggets,DEN,59,59,0.383,684,1959,0.349,0.359,-0.01
7,1610612742,Dallas Mavericks,DAL,60,60,0.369,659,1875,0.351,0.36,-0.009
8,1610612737,Atlanta Hawks,ATL,59,59,0.375,694,1989,0.349,0.357,-0.008
9,1610612741,Chicago Bulls,CHI,59,59,0.418,766,2165,0.354,0.36,-0.006
10,1610612738,Boston Celtics,BOS,59,59,0.364,683,1935,0.353,0.358,-0.005
11,1610612764,Washington Wizards,WAS,58,58,0.365,681,1905,0.357,0.362,-0.004
12,1610612763,Memphis Grizzlies,MEM,57,57,0.405,741,2078,0.357,0.359,-0.003
13,1610612760,Oklahoma City Thunder,OKC,57,57,0.399,723,2018,0.358,0.36,-0.002
14,1610612765,Detroit Pistons,DET,59,59,0.38,718,1989,0.361,0.361,0.0
15,1610612756,Phoenix Suns,PHX,60,60,0.37,683,1901,0.359,0.36,0.0
16,1610612762,Utah Jazz,UTA,60,60,0.357,702,1939,0.362,0.361,0.001
17,1610612746,LA Clippers,LAC,61,61,0.385,745,2047,0.364,0.359,0.005
18,1610612744,Golden State Warriors,GSW,58,58,0.392,745,2050,0.363,0.358,0.005
19,1610612745,Houston Rockets,HOU,58,58,0.441,833,2262,0.368,0.362,0.006
20,1610612739,Cleveland Cavaliers,CLE,61,61,0.369,688,1881,0.366,0.36,0.006
21,1610612748,Miami Heat,MIA,59,59,0.432,773,2107,0.367,0.36,0.007
22,1610612766,Charlotte Hornets,CHA,60,60,0.391,778,2116,0.368,0.361,0.007
23,1610612751,Brooklyn Nets,BKN,58,58,0.369,694,1885,0.368,0.359,0.009
24,1610612750,Minnesota Timberwolves,MIN,61,61,0.392,781,2122,0.368,0.359,0.009
25,1610612758,Sacramento Kings,SAC,57,57,0.361,672,1829,0.367,0.357,0.01
26,1610612757,Portland Trail Blazers,POR,58,58,0.373,697,1883,0.37,0.359,0.012
27,1610612761,Toronto Raptors,TOR,59,59,0.405,734,1976,0.371,0.36,0.012
28,1610612754,Indiana Pacers,IND,60,60,0.381,753,2016,0.374,0.36,0.014
29,1610612759,San Antonio Spurs,SAS,59,59,0.349,733,1859,0.394,0.36,0.034
