,SEASON_YEAR,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS_y,TEAM_ID,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,E_PACE,E_DEF_RATING
7,2021-22,BKN,Brooklyn Nets,22101191,4/6/22,BKN @ NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
11,2021-22,BKN,Brooklyn Nets,22101180,4/5/22,BKN vs. HOU,43.75,90.63,0.483,0.461,0.022,0.471,26.5,42.71,0.62,0.582,32.04,56.96,0.563,0.531,0.032,1610612745,11.71,33.67,0.348,0.353,-0.006,103.3,114.4
13,2021-22,BKN,Brooklyn Nets,22101163,4/2/22,BKN @ ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
16,2021-22,BKN,Brooklyn Nets,22101148,3/31/22,BKN vs. MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
20,2021-22,BKN,Brooklyn Nets,22101133,3/29/22,BKN vs. DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
24,2021-22,BKN,Brooklyn Nets,22101120,3/27/22,BKN vs. CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
27,2021-22,BKN,Brooklyn Nets,22101111,3/26/22,BKN @ MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
31,2021-22,BKN,Brooklyn Nets,22101089,3/23/22,BKN @ MEM,41.45,90,0.461,0.462,-0.001,0.461,23.73,41.5,0.572,0.583,30.41,57.45,0.529,0.536,-0.006,1610612763,11.05,32.55,0.339,0.352,-0.012,103.1,106.2
33,2021-22,BKN,Brooklyn Nets,22101075,3/21/22,BKN vs. UTA,40.13,87.46,0.459,0.459,-0.001,0.388,19.29,33.92,0.569,0.582,27.13,52.38,0.518,0.531,-0.013,1610612762,13,35.08,0.371,0.354,0.017,99.5,107.7
35,2021-22,BKN,Brooklyn Nets,22101048,3/18/22,BKN vs. POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
37,2021-22,BKN,Brooklyn Nets,22101036,3/16/22,BKN vs. DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
39,2021-22,BKN,Brooklyn Nets,22101030,3/15/22,BKN @ ORL,40.55,89.5,0.453,0.458,-0.005,0.398,20.32,35.59,0.571,0.579,26.68,50.86,0.525,0.529,-0.004,1610612753,13.86,38.64,0.359,0.349,0.01,101.5,110.3
8,2021-22,BKN,Brooklyn Nets,22101012,3/13/22,BKN vs. NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
43,2021-22,BKN,Brooklyn Nets,22100993,3/10/22,BKN @ PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
25,2021-22,BKN,Brooklyn Nets,22100975,3/8/22,BKN @ CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
47,2021-22,BKN,Brooklyn Nets,22100960,3/6/22,BKN @ BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
28,2021-22,BKN,Brooklyn Nets,22100941,3/3/22,BKN vs. MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
51,2021-22,BKN,Brooklyn Nets,22100928,3/1/22,BKN @ TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
52,2021-22,BKN,Brooklyn Nets,22100726,2/28/22,BKN vs. TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
17,2021-22,BKN,Brooklyn Nets,22100910,2/26/22,BKN @ MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
48,2021-22,BKN,Brooklyn Nets,22100890,2/24/22,BKN vs. BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
55,2021-22,BKN,Brooklyn Nets,22100464,2/17/22,BKN vs. WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
9,2021-22,BKN,Brooklyn Nets,22100877,2/16/22,BKN @ NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
59,2021-22,BKN,Brooklyn Nets,22100859,2/14/22,BKN vs. SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
29,2021-22,BKN,Brooklyn Nets,22100851,2/12/22,BKN @ MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
56,2021-22,BKN,Brooklyn Nets,22100832,2/10/22,BKN @ WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
49,2021-22,BKN,Brooklyn Nets,22100817,2/8/22,BKN vs. BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
61,2021-22,BKN,Brooklyn Nets,22100804,2/6/22,BKN @ DEN,42.83,89.38,0.479,0.46,0.019,0.428,23.04,38.21,0.603,0.583,30.54,55.75,0.548,0.532,0.016,1610612743,12.29,33.63,0.366,0.351,0.015,99.9,110.3
34,2021-22,BKN,Brooklyn Nets,22100793,2/4/22,BKN @ UTA,40.13,87.46,0.459,0.459,-0.001,0.388,19.29,33.92,0.569,0.582,27.13,52.38,0.518,0.531,-0.013,1610612762,13,35.08,0.371,0.354,0.017,99.5,107.7
60,2021-22,BKN,Brooklyn Nets,22100780,2/2/22,BKN @ SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
63,2021-22,BKN,Brooklyn Nets,22100772,2/1/22,BKN @ PHX,39.5,87.04,0.454,0.457,-0.003,0.42,20.83,36.54,0.57,0.58,27.46,53.25,0.516,0.53,-0.014,1610612756,12.04,33.79,0.356,0.35,0.007,102,104.7
65,2021-22,BKN,Brooklyn Nets,22100750,1/29/22,BKN @ GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
62,2021-22,BKN,Brooklyn Nets,22100453,1/26/22,BKN vs. DEN,42.83,89.38,0.479,0.46,0.019,0.428,23.04,38.21,0.603,0.583,30.54,55.75,0.548,0.532,0.016,1610612743,12.29,33.63,0.366,0.351,0.015,99.9,110.3
67,2021-22,BKN,Brooklyn Nets,22100718,1/25/22,BKN vs. LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
69,2021-22,BKN,Brooklyn Nets,22100706,1/23/22,BKN @ MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
71,2021-22,BKN,Brooklyn Nets,22100691,1/21/22,BKN @ SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
57,2021-22,BKN,Brooklyn Nets,22100669,1/19/22,BKN @ WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
4,2021-22,BKN,Brooklyn Nets,22100657,1/17/22,BKN @ CLE,41.46,86.67,0.478,0.458,0.02,0.44,22.33,38.13,0.586,0.581,28.96,54.21,0.534,0.527,0.007,1610612739,12.5,32.46,0.385,0.354,0.031,98.4,107
73,2021-22,BKN,Brooklyn Nets,22100644,1/15/22,BKN vs. NOP,40.96,84.57,0.484,0.465,0.02,0.393,21.3,33.26,0.641,0.586,27.74,48.65,0.57,0.535,0.035,1610612740,13.22,35.91,0.368,0.355,0.013,99.7,110.5
75,2021-22,BKN,Brooklyn Nets,22100630,1/13/22,BKN vs. OKC,44.42,91.46,0.486,0.461,0.025,0.426,23.63,39,0.606,0.583,29.25,51.58,0.567,0.534,0.033,1610612760,15.17,39.88,0.38,0.354,0.027,100.8,110.2
77,2021-22,BKN,Brooklyn Nets,22100625,1/12/22,BKN @ CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
36,2021-22,BKN,Brooklyn Nets,22100486,1/10/22,BKN @ POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
72,2021-22,BKN,Brooklyn Nets,22100602,1/9/22,BKN vs. SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
18,2021-22,BKN,Brooklyn Nets,22100583,1/7/22,BKN vs. MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
1,2021-22,BKN,Brooklyn Nets,22100571,1/5/22,BKN @ IND,45.86,89.77,0.511,0.456,0.055,0.477,26.68,42.86,0.622,0.572,32.09,55.09,0.583,0.524,0.058,1610612754,13.77,34.68,0.397,0.35,0.048,100.5,113.9
32,2021-22,BKN,Brooklyn Nets,22100554,1/3/22,BKN vs. MEM,41.45,90,0.461,0.462,-0.001,0.461,23.73,41.5,0.572,0.583,30.41,57.45,0.529,0.536,-0.006,1610612763,11.05,32.55,0.339,0.352,-0.012,103.1,106.2
80,2021-22,BKN,Brooklyn Nets,22100542,1/1/22,BKN vs. LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
44,2021-22,BKN,Brooklyn Nets,22100525,12/30/21,BKN vs. PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
81,2021-22,BKN,Brooklyn Nets,22100507,12/27/21,BKN @ LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
68,2021-22,BKN,Brooklyn Nets,22100491,12/25/21,BKN @ LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
40,2021-22,BKN,Brooklyn Nets,22100442,12/18/21,BKN vs. ORL,40.55,89.5,0.453,0.458,-0.005,0.398,20.32,35.59,0.571,0.579,26.68,50.86,0.525,0.529,-0.004,1610612753,13.86,38.64,0.359,0.349,0.01,101.5,110.3
45,2021-22,BKN,Brooklyn Nets,22100429,12/16/21,BKN vs. PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
53,2021-22,BKN,Brooklyn Nets,22100413,12/14/21,BKN vs. TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
21,2021-22,BKN,Brooklyn Nets,22100399,12/12/21,BKN @ DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
14,2021-22,BKN,Brooklyn Nets,22100384,12/10/21,BKN @ ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
12,2021-22,BKN,Brooklyn Nets,22100372,12/8/21,BKN @ HOU,43.75,90.63,0.483,0.461,0.022,0.471,26.5,42.71,0.62,0.582,32.04,56.96,0.563,0.531,0.032,1610612745,11.71,33.67,0.348,0.353,-0.006,103.3,114.4
38,2021-22,BKN,Brooklyn Nets,22100363,12/7/21,BKN @ DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
78,2021-22,BKN,Brooklyn Nets,22100343,12/4/21,BKN vs. CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
70,2021-22,BKN,Brooklyn Nets,22100336,12/3/21,BKN vs. MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
10,2021-22,BKN,Brooklyn Nets,22100314,11/30/21,BKN vs. NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
64,2021-22,BKN,Brooklyn Nets,22100294,11/27/21,BKN vs. PHX,39.5,87.04,0.454,0.457,-0.003,0.42,20.83,36.54,0.57,0.58,27.46,53.25,0.516,0.53,-0.014,1610612756,12.04,33.79,0.356,0.35,0.007,102,104.7
50,2021-22,BKN,Brooklyn Nets,22100270,11/24/21,BKN @ BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
5,2021-22,BKN,Brooklyn Nets,22100253,11/22/21,BKN @ CLE,41.46,86.67,0.478,0.458,0.02,0.44,22.33,38.13,0.586,0.581,28.96,54.21,0.534,0.527,0.007,1610612739,12.5,32.46,0.385,0.354,0.031,98.4,107
41,2021-22,BKN,Brooklyn Nets,22100233,11/19/21,BKN vs. ORL,40.55,89.5,0.453,0.458,-0.005,0.398,20.32,35.59,0.571,0.579,26.68,50.86,0.525,0.529,-0.004,1610612753,13.86,38.64,0.359,0.349,0.01,101.5,110.3
6,2021-22,BKN,Brooklyn Nets,22100216,11/17/21,BKN vs. CLE,41.46,86.67,0.478,0.458,0.02,0.44,22.33,38.13,0.586,0.581,28.96,54.21,0.534,0.527,0.007,1610612739,12.5,32.46,0.385,0.354,0.031,98.4,107
66,2021-22,BKN,Brooklyn Nets,22100210,11/16/21,BKN vs. GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
76,2021-22,BKN,Brooklyn Nets,22100196,11/14/21,BKN @ OKC,44.42,91.46,0.486,0.461,0.025,0.426,23.63,39,0.606,0.583,29.25,51.58,0.567,0.534,0.033,1610612760,15.17,39.88,0.38,0.354,0.027,100.8,110.2
74,2021-22,BKN,Brooklyn Nets,22100179,11/12/21,BKN @ NOP,40.96,84.57,0.484,0.465,0.02,0.393,21.3,33.26,0.641,0.586,27.74,48.65,0.57,0.535,0.035,1610612740,13.22,35.91,0.368,0.355,0.013,99.7,110.5
42,2021-22,BKN,Brooklyn Nets,22100159,11/10/21,BKN @ ORL,40.55,89.5,0.453,0.458,-0.005,0.398,20.32,35.59,0.571,0.579,26.68,50.86,0.525,0.529,-0.004,1610612753,13.86,38.64,0.359,0.349,0.01,101.5,110.3
79,2021-22,BKN,Brooklyn Nets,22100148,11/8/21,BKN @ CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
54,2021-22,BKN,Brooklyn Nets,22100139,11/7/21,BKN @ TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
22,2021-22,BKN,Brooklyn Nets,22100124,11/5/21,BKN @ DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
15,2021-22,BKN,Brooklyn Nets,22100113,11/3/21,BKN vs. ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
23,2021-22,BKN,Brooklyn Nets,22100092,10/31/21,BKN vs. DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
2,2021-22,BKN,Brooklyn Nets,22100072,10/29/21,BKN vs. IND,45.86,89.77,0.511,0.456,0.055,0.477,26.68,42.86,0.622,0.572,32.09,55.09,0.583,0.524,0.058,1610612754,13.77,34.68,0.397,0.35,0.048,100.5,113.9
30,2021-22,BKN,Brooklyn Nets,22100057,10/27/21,BKN vs. MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
58,2021-22,BKN,Brooklyn Nets,22100044,10/25/21,BKN vs. WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
26,2021-22,BKN,Brooklyn Nets,22100035,10/24/21,BKN vs. CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
46,2021-22,BKN,Brooklyn Nets,22100021,10/22/21,BKN @ PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
19,2021-22,BKN,Brooklyn Nets,22100001,10/19/21,BKN @ MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
0,2021-22,BOS,Boston Celtics,22101223,4/10/22,BOS @ MEM,41.45,90,0.461,0.462,-0.001,0.461,23.73,41.5,0.572,0.583,30.41,57.45,0.529,0.536,-0.006,1610612763,11.05,32.55,0.339,0.352,-0.012,103.1,106.2
2,2021-22,BOS,Boston Celtics,22101198,4/7/22,BOS @ MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
6,2021-22,BOS,Boston Celtics,22101193,4/6/22,BOS @ CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
9,2021-22,BOS,Boston Celtics,22101166,4/3/22,BOS vs. WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
13,2021-22,BOS,Boston Celtics,22101153,4/1/22,BOS vs. IND,45.86,89.77,0.511,0.456,0.055,0.477,26.68,42.86,0.622,0.572,32.09,55.09,0.583,0.524,0.058,1610612754,13.77,34.68,0.397,0.35,0.048,100.5,113.9
17,2021-22,BOS,Boston Celtics,22101139,3/30/22,BOS vs. MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
20,2021-22,BOS,Boston Celtics,22101127,3/28/22,BOS @ TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
24,2021-22,BOS,Boston Celtics,22101116,3/27/22,BOS vs. MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
26,2021-22,BOS,Boston Celtics,22101087,3/23/22,BOS vs. UTA,40.13,87.46,0.459,0.459,-0.001,0.388,19.29,33.92,0.569,0.582,27.13,52.38,0.518,0.531,-0.013,1610612762,13,35.08,0.371,0.354,0.017,99.5,107.7
28,2021-22,BOS,Boston Celtics,22101078,3/21/22,BOS @ OKC,44.42,91.46,0.486,0.461,0.025,0.426,23.63,39,0.606,0.583,29.25,51.58,0.567,0.534,0.033,1610612760,15.17,39.88,0.38,0.354,0.027,100.8,110.2
30,2021-22,BOS,Boston Celtics,22101068,3/20/22,BOS @ DEN,42.83,89.38,0.479,0.46,0.019,0.428,23.04,38.21,0.603,0.583,30.54,55.75,0.548,0.532,0.016,1610612743,12.29,33.63,0.366,0.351,0.015,99.9,110.3
32,2021-22,BOS,Boston Celtics,22101057,3/18/22,BOS @ SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
34,2021-22,BOS,Boston Celtics,22101042,3/16/22,BOS @ GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
36,2021-22,BOS,Boston Celtics,22101014,3/13/22,BOS vs. DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
38,2021-22,BOS,Boston Celtics,22100997,3/11/22,BOS vs. DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
42,2021-22,BOS,Boston Celtics,22100981,3/9/22,BOS @ CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
46,2021-22,BOS,Boston Celtics,22100960,3/6/22,BOS vs. BKN,40.87,89.26,0.458,0.456,0.002,0.419,21.57,37.43,0.576,0.577,27.17,52.74,0.515,0.526,-0.011,1610612751,13.7,36.52,0.375,0.355,0.02,101.6,109.6
1,2021-22,BOS,Boston Celtics,22100940,3/3/22,BOS vs. MEM,41.45,90,0.461,0.462,-0.001,0.461,23.73,41.5,0.572,0.583,30.41,57.45,0.529,0.536,-0.006,1610612763,11.05,32.55,0.339,0.352,-0.012,103.1,106.2
50,2021-22,BOS,Boston Celtics,22100927,3/1/22,BOS vs. ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
14,2021-22,BOS,Boston Celtics,22100914,2/27/22,BOS @ IND,45.86,89.77,0.511,0.456,0.055,0.477,26.68,42.86,0.622,0.572,32.09,55.09,0.583,0.524,0.058,1610612754,13.77,34.68,0.397,0.35,0.048,100.5,113.9
39,2021-22,BOS,Boston Celtics,22100905,2/26/22,BOS @ DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
47,2021-22,BOS,Boston Celtics,22100890,2/24/22,BOS @ BKN,40.87,89.26,0.458,0.456,0.002,0.419,21.57,37.43,0.576,0.577,27.17,52.74,0.515,0.526,-0.011,1610612751,13.7,36.52,0.375,0.355,0.02,101.6,109.6
40,2021-22,BOS,Boston Celtics,22100875,2/16/22,BOS vs. DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
54,2021-22,BOS,Boston Celtics,22100869,2/15/22,BOS @ PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
