,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
0,2021-22,1610612743,DEN,Denver Nuggets,0022101220,2022-04-10,DEN vs. LAL,L,53.0,49,100,0.49,15,47,0.319,28,36,0.778,11,34,45,33,14.0,10,7,6,34,24,141,-5.0,1,49,49,49,1,5,1,35,16,1,50,4,3,45,21,44,37,10,41,7,5,57,82,13,1,54
1,2021-22,1610612743,DEN,Denver Nuggets,0022101201,2022-04-07,DEN vs. MEM,W,48.0,44,80,0.55,12,30,0.4,22,25,0.88,8,35,43,27,19.0,7,2,3,22,21,122,13.0,1,1,1,1,6,24,72,11,37,74,21,16,22,20,50,37,44,43,66,35,56,7,54,27,23,16
2,2021-22,1610612743,DEN,Denver Nuggets,0022101186,2022-04-05,DEN vs. SAS,L,48.0,41,98,0.418,7,33,0.212,8,12,0.667,10,41,51,22,11.0,4,2,3,19,14,97,-19.0,1,49,49,49,6,45,2,68,79,50,81,76,73,72,28,8,10,69,14,75,56,7,26,77,71,78
3,2021-22,1610612743,DEN,Denver Nuggets,0022101168,2022-04-03,DEN @ LAL,W,48.0,47,82,0.573,12,31,0.387,23,29,0.793,6,32,38,33,12.0,10,5,5,18,25,129,11.0,1,1,1,1,6,10,65,7,37,71,28,13,10,40,62,62,69,10,23,7,13,41,20,5,12,20
4,2021-22,1610612743,DEN,Denver Nuggets,0022101159,2022-04-01,DEN vs. MIN,L,48.0,46,86,0.535,12,35,0.343,26,29,0.897,10,34,44,36,18.0,7,2,4,23,23,130,-6.0,1,49,49,49,6,16,37,17,37,42,45,6,10,15,28,44,40,4,61,35,56,27,65,17,9,56
5,2021-22,1610612743,DEN,Denver Nuggets,0022101137,2022-03-30,DEN @ IND,W,48.0,50,80,0.625,12,28,0.429,13,14,0.929,8,35,43,33,20.0,6,4,4,20,21,125,7.0,1,1,1,1,6,3,72,2,37,77,14,56,66,7,50,37,44,10,72,53,29,27,37,27,17,27
6,2021-22,1610612743,DEN,Denver Nuggets,0022101122,2022-03-28,DEN @ CHA,W,48.0,40,86,0.465,12,33,0.364,21,28,0.75,17,34,51,29,16.0,7,3,3,17,21,113,4.0,1,1,1,1,6,48,37,50,37,50,34,19,14,53,2,44,10,29,54,35,42,7,15,27,38,38
7,2021-22,1610612743,DEN,Denver Nuggets,0022101113,2022-03-26,DEN vs. OKC,W,48.0,41,85,0.482,8,31,0.258,23,24,0.958,10,37,47,33,15.0,11,5,5,19,19,113,6.0,1,1,1,1,6,45,46,40,76,71,70,13,26,2,28,21,27,10,46,3,13,41,26,42,38,29
8,2021-22,1610612743,DEN,Denver Nuggets,0022101099,2022-03-24,DEN vs. PHX,L,48.0,48,81,0.593,15,32,0.469,19,27,0.704,10,27,37,27,17.0,5,2,3,22,23,130,-10.0,1,49,49,49,6,7,71,4,16,60,7,28,17,69,28,78,72,43,58,60,56,7,54,17,9,63
9,2021-22,1610612743,DEN,Denver Nuggets,0022101083,2022-03-22,DEN vs. LAC,W,48.0,45,83,0.542,16,32,0.5,21,23,0.913,6,34,40,31,11.0,4,5,7,19,19,127,12.0,1,1,1,1,6,22,59,13,12,60,4,19,31,12,62,44,60,23,14,75,13,66,26,42,14,18
10,2021-22,1610612743,DEN,Denver Nuggets,0022101068,2022-03-20,DEN vs. BOS,L,48.0,35,87,0.402,14,39,0.359,20,25,0.8,13,28,41,22,11.0,4,3,6,15,18,104,-20.0,1,49,49,49,6,73,35,77,24,21,38,25,22,38,6,74,52,69,14,75,42,57,6,51,59,80
11,2021-22,1610612743,DEN,Denver Nuggets,0022101049,2022-03-18,DEN @ CLE,L,53.0,46,92,0.5,10,33,0.303,14,18,0.778,13,38,51,35,19.0,6,3,4,24,17,116,-3.0,1,49,49,49,1,16,11,33,59,50,58,53,51,45,6,18,10,5,66,53,42,27,70,63,31,51
12,2021-22,1610612743,DEN,Denver Nuggets,0022101035,2022-03-16,DEN @ WAS,W,48.0,46,90,0.511,15,37,0.405,20,21,0.952,8,33,41,30,10.0,7,3,8,25,18,127,18.0,1,1,1,1,6,16,18,30,16,31,20,25,36,3,50,56,52,25,8,35,42,75,75,51,14,8
13,2021-22,1610612743,DEN,Denver Nuggets,0022101022,2022-03-14,DEN @ PHI,W,48.0,44,82,0.537,13,33,0.394,13,20,0.65,6,36,42,29,14.0,8,3,6,24,17,114,4.0,1,1,1,1,6,24,65,16,31,50,24,56,42,77,62,26,47,29,41,27,42,57,70,63,37,38
14,2021-22,1610612743,DEN,Denver Nuggets,0022101009,2022-03-12,DEN vs. TOR,L,48.0,43,78,0.551,11,27,0.407,18,24,0.75,9,30,39,32,19.0,4,5,6,23,23,115,-12.0,1,49,49,49,6,31,78,10,50,80,18,30,26,53,45,69,63,17,66,75,13,57,65,17,34,67
