,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
0,2021-22,1610612742,DAL,Dallas Mavericks,0022101219,2022-04-10,DAL vs. SAS,W,48.0,46,85,0.541,20,36,0.556,18,23,0.783,10,33,43,34,16.0,5,3,3,16,17,130,10.0,1,1,1,1,4,7,40,6,1,47,1,28,28,38,23,48,40,3,70,55,43,28,11,61,6,25
1,2021-22,1610612742,DAL,Dallas Mavericks,0022101209,2022-04-08,DAL vs. POR,W,48.0,42,79,0.532,20,45,0.444,24,31,0.774,9,42,51,25,15.0,9,5,2,19,23,128,50.0,1,1,1,1,4,20,65,8,1,5,12,4,6,47,43,5,5,27,60,11,20,12,32,16,8,1
2,2021-22,1610612742,DAL,Dallas Mavericks,0022101190,2022-04-06,DAL @ DET,W,48.0,45,80,0.563,15,33,0.455,26,34,0.765,8,33,41,28,10.0,8,1,5,24,21,131,18.0,1,1,1,1,4,11,63,3,24,67,10,3,3,49,52,48,51,13,14,21,73,58,73,32,5,11
3,2021-22,1610612742,DAL,Dallas Mavericks,0022101167,2022-04-03,DAL @ MIL,W,48.0,39,76,0.513,16,38,0.421,24,27,0.889,2,36,38,28,14.0,7,3,1,20,22,118,6.0,1,1,1,1,4,37,78,18,16,33,19,4,13,13,82,23,67,13,52,30,43,3,44,24,15,40
4,2021-22,1610612742,DAL,Dallas Mavericks,0022101152,2022-04-01,DAL @ WAS,L,48.0,34,78,0.436,11,38,0.289,24,26,0.923,5,31,36,14,13.0,3,3,4,16,19,103,-32.0,1,53,53,53,4,70,68,58,59,33,65,4,19,9,77,55,74,80,42,78,43,46,11,51,56,81
5,2021-22,1610612742,DAL,Dallas Mavericks,0022101136,2022-03-30,DAL @ CLE,W,48.0,46,88,0.523,16,42,0.381,12,15,0.8,9,29,38,28,12.0,6,6,3,17,15,120,8.0,1,1,1,1,4,7,26,12,16,16,30,65,67,28,43,64,67,13,35,43,15,28,16,74,13,32
6,2021-22,1610612742,DAL,Dallas Mavericks,0022101134,2022-03-29,DAL vs. LAL,W,48.0,45,87,0.517,20,46,0.435,18,23,0.783,11,35,46,27,8.0,5,1,2,14,22,128,18.0,1,1,1,1,4,11,34,16,1,1,18,28,28,38,16,30,24,22,5,55,73,12,3,24,8,11
7,2021-22,1610612742,DAL,Dallas Mavericks,0022101121,2022-03-27,DAL vs. UTA,W,48.0,40,77,0.519,17,34,0.5,17,24,0.708,10,35,45,21,10.0,3,2,1,13,20,114,14.0,1,1,1,1,4,30,76,13,11,57,3,39,26,65,23,30,28,52,14,78,61,3,2,44,19,18
8,2021-22,1610612742,DAL,Dallas Mavericks,0022101104,2022-03-25,DAL @ MIN,L,48.0,35,90,0.389,10,43,0.233,15,19,0.789,10,35,45,21,11.0,4,5,2,19,21,95,-21.0,1,53,53,53,4,65,13,76,63,11,76,50,52,35,23,30,28,52,26,68,20,12,32,32,69,75
9,2021-22,1610612742,DAL,Dallas Mavericks,0022101092,2022-03-23,DAL vs. HOU,W,48.0,42,86,0.488,8,33,0.242,18,22,0.818,8,34,42,24,13.0,9,1,5,24,21,110,19.0,1,1,1,1,4,20,36,26,75,67,74,28,36,24,52,42,45,33,42,11,73,58,73,32,33,9
10,2021-22,1610612742,DAL,Dallas Mavericks,0022101079,2022-03-21,DAL vs. MIN,W,48.0,40,83,0.482,14,46,0.304,16,21,0.762,7,40,47,27,12.0,5,3,3,21,18,110,2.0,1,1,1,1,4,30,51,31,28,1,56,44,42,51,64,11,17,22,35,55,43,28,47,55,33,48
11,2021-22,1610612742,DAL,Dallas Mavericks,0022101059,2022-03-19,DAL @ CHA,L,48.0,39,89,0.438,14,38,0.368,16,20,0.8,12,32,44,18,15.0,4,4,8,26,18,108,-21.0,1,53,53,53,4,37,20,55,28,33,35,44,45,28,8,54,36,68,60,68,32,78,79,55,39,75
12,2021-22,1610612742,DAL,Dallas Mavericks,0022101046,2022-03-18,DAL @ PHI,L,48.0,37,80,0.463,12,32,0.375,15,21,0.714,11,29,40,21,12.0,4,3,4,17,21,101,-10.0,1,53,53,53,4,56,63,40,43,74,32,50,42,62,16,64,56,52,35,68,43,46,16,32,62,69
